PCODE,DATE,G_ID,power_barrel,contact_barrel,clutch_barrel
50150,20200616,0,0.0,0.0,0.0
50150,20200617,0,0.0,0.0,0.0
50150,20200618,0,0.0,1.0,0.0
50150,20200619,0,0.0,0.0,0.0
50150,20200620,0,0.0,0.0,0.0
50150,20200715,0,0.0,0.0,0.0
50150,20200716,0,0.0,2.0,0.0
50150,20200825,0,0.0,1.0,0.0
50150,20200826,0,0.0,1.0,0.0
50150,20200827,0,0.0,0.0,0.0
50150,20200828,0,0.0,0.0,0.0
50150,20201004,0,0.0,0.0,0.0
50150,20210515,0,0.0,0.0,0.0
50150,20210520,0,0.0,0.0,0.0
50150,20210522,0,0.0,0.0,0.0
50150,20210523,0,0.0,0.0,0.0
50150,20210705,0,0.0,0.0,0.0
50165,20200505,0,2.0,0.0,2.0
50165,20200506,0,0.0,1.0,0.0
50165,20200507,0,1.0,0.0,0.0
50165,20200508,0,0.0,3.0,0.0
50165,20200510,0,2.0,0.0,0.0
50165,20200512,0,2.0,0.0,0.0
50165,20200513,0,0.0,0.0,0.0
50165,20200514,0,0.0,1.0,0.0
50165,20200516,2,2.0,0.0,1.0
50165,20200517,0,1.0,0.0,0.0
50165,20200519,0,1.0,0.0,1.0
50165,20200520,0,1.0,0.0,1.0
50165,20200521,0,0.0,0.0,0.0
50165,20200522,0,0.0,0.0,0.0
50165,20200523,0,1.0,0.0,0.0
50165,20200524,0,1.0,0.0,0.0
50165,20200526,0,1.0,0.0,1.0
50165,20200527,0,1.0,0.0,1.0
50165,20200528,0,1.0,0.0,0.0
50165,20200529,0,1.0,1.0,1.0
50165,20200530,0,0.0,1.0,0.0
50165,20200531,0,1.0,0.0,1.0
50165,20200602,0,0.0,0.0,0.0
50165,20200603,0,1.0,0.0,1.0
50165,20200604,0,0.0,0.0,0.0
50165,20200605,0,3.0,0.0,2.0
50165,20200606,0,0.0,1.0,0.0
50165,20200607,0,1.0,2.0,0.0
50165,20200609,0,0.0,1.0,0.0
50165,20200611,1,2.0,0.0,1.0
50165,20200611,2,0.0,1.0,0.0
50165,20200619,0,0.0,0.0,0.0
50165,20200620,0,0.0,1.0,0.0
50165,20200621,0,2.0,1.0,0.0
50165,20200623,0,0.0,0.0,0.0
50165,20200625,1,0.0,0.0,0.0
50165,20200625,2,0.0,1.0,0.0
50165,20200626,0,0.0,0.0,0.0
50165,20200627,0,0.0,0.0,0.0
50165,20200628,0,1.0,0.0,0.0
50165,20200630,0,1.0,0.0,0.0
50165,20200701,0,1.0,0.0,0.0
50165,20200702,0,2.0,1.0,0.0
50165,20200703,0,1.0,1.0,0.0
50165,20200704,0,1.0,0.0,0.0
50165,20200705,0,0.0,0.0,0.0
50165,20200707,0,2.0,0.0,2.0
50165,20200708,0,0.0,1.0,0.0
50165,20200710,0,0.0,1.0,0.0
50165,20200711,0,1.0,2.0,1.0
50165,20200714,0,0.0,0.0,0.0
50165,20200715,0,1.0,0.0,0.0
50165,20200716,0,0.0,0.0,0.0
50165,20200717,0,0.0,1.0,0.0
50165,20200721,0,1.0,0.0,1.0
50165,20200724,0,0.0,1.0,0.0
50165,20200725,0,1.0,1.0,0.0
50165,20200726,0,0.0,0.0,0.0
50165,20200728,0,0.0,0.0,0.0
50165,20200729,0,1.0,0.0,1.0
50165,20200730,0,1.0,1.0,0.0
50165,20200731,0,1.0,0.0,0.0
50165,20200801,0,0.0,1.0,0.0
50165,20200804,0,0.0,0.0,0.0
50165,20200805,0,0.0,0.0,0.0
50165,20200806,0,0.0,0.0,0.0
50165,20200807,0,1.0,0.0,1.0
50165,20200808,0,1.0,1.0,0.0
50165,20200809,0,0.0,0.0,0.0
50165,20200812,0,0.0,0.0,0.0
50165,20200813,0,1.0,0.0,1.0
50165,20200814,0,1.0,0.0,1.0
50165,20200815,0,0.0,0.0,0.0
50165,20200816,0,0.0,1.0,0.0
50165,20200818,0,1.0,0.0,1.0
50165,20200819,0,1.0,0.0,1.0
50165,20200820,0,2.0,0.0,1.0
50165,20200821,0,1.0,1.0,1.0
50165,20200823,0,0.0,1.0,0.0
50165,20200824,0,0.0,1.0,0.0
50165,20200825,0,0.0,0.0,0.0
50165,20200826,0,1.0,0.0,0.0
50165,20200827,0,1.0,0.0,0.0
50165,20200828,0,1.0,1.0,0.0
50165,20200829,0,1.0,1.0,1.0
50165,20200901,0,2.0,0.0,1.0
50165,20200903,0,0.0,0.0,0.0
50165,20200904,0,0.0,0.0,0.0
50165,20200906,0,0.0,0.0,0.0
50165,20200908,0,0.0,0.0,0.0
50165,20200910,0,3.0,1.0,0.0
50165,20200912,0,1.0,0.0,1.0
50165,20200913,0,2.0,0.0,1.0
50165,20200915,0,1.0,1.0,1.0
50165,20200916,0,2.0,0.0,0.0
50165,20200917,0,2.0,0.0,0.0
50165,20200918,0,1.0,0.0,0.0
50165,20200919,0,0.0,0.0,0.0
50165,20200920,0,2.0,1.0,1.0
50165,20200922,0,0.0,0.0,0.0
50165,20200923,0,1.0,0.0,0.0
50165,20200924,0,1.0,0.0,1.0
50165,20200925,0,1.0,0.0,1.0
50165,20200926,0,0.0,0.0,0.0
50165,20200927,0,0.0,0.0,0.0
50165,20200929,0,0.0,0.0,0.0
50165,20200930,0,1.0,0.0,0.0
50165,20201001,0,0.0,0.0,0.0
50165,20201006,0,0.0,1.0,0.0
50165,20210404,0,0.0,0.0,0.0
50165,20210406,0,0.0,1.0,0.0
50165,20210407,0,0.0,1.0,0.0
50165,20210410,0,1.0,0.0,1.0
50165,20210411,0,1.0,0.0,0.0
50165,20210413,0,1.0,0.0,0.0
50165,20210414,0,2.0,1.0,0.0
50165,20210415,0,1.0,0.0,0.0
50165,20210416,0,2.0,0.0,2.0
50165,20210417,0,1.0,0.0,0.0
50165,20210418,0,0.0,0.0,0.0
50165,20210420,0,0.0,1.0,0.0
50165,20210421,0,2.0,0.0,1.0
50165,20210422,0,1.0,0.0,0.0
50165,20210423,0,1.0,3.0,0.0
50165,20210424,0,0.0,1.0,0.0
50165,20210425,0,0.0,0.0,0.0
50165,20210427,0,1.0,0.0,1.0
50165,20210428,0,0.0,1.0,0.0
50165,20210429,0,1.0,0.0,0.0
50165,20210430,0,0.0,1.0,0.0
50165,20210501,0,1.0,0.0,0.0
50165,20210502,0,0.0,0.0,0.0
50165,20210505,0,1.0,1.0,0.0
50165,20210506,0,1.0,0.0,0.0
50165,20210508,0,1.0,1.0,0.0
50165,20210509,1,2.0,0.0,0.0
50165,20210509,2,2.0,1.0,1.0
50165,20210512,0,0.0,0.0,0.0
50165,20210513,0,0.0,0.0,0.0
50165,20210515,0,1.0,0.0,1.0
50165,20210518,0,1.0,0.0,0.0
50165,20210519,0,1.0,1.0,0.0
50165,20210520,0,0.0,1.0,0.0
50165,20210521,0,0.0,0.0,0.0
50165,20210522,0,0.0,1.0,0.0
50165,20210523,0,0.0,1.0,0.0
50165,20210526,0,1.0,0.0,0.0
50165,20210527,0,2.0,0.0,0.0
50165,20210528,0,1.0,0.0,0.0
50165,20210529,0,0.0,0.0,0.0
50165,20210530,0,0.0,0.0,0.0
50165,20210602,0,0.0,0.0,0.0
50165,20210604,0,0.0,0.0,0.0
50165,20210605,0,0.0,1.0,0.0
50165,20210606,0,2.0,0.0,2.0
50165,20210608,0,0.0,0.0,0.0
50167,20210407,0,0.0,0.0,0.0
50167,20210408,0,0.0,1.0,0.0
50167,20210409,0,0.0,0.0,0.0
50167,20210414,0,0.0,0.0,0.0
50167,20210609,0,0.0,0.0,0.0
50202,20200508,0,0.0,0.0,0.0
50202,20200510,0,0.0,0.0,0.0
50202,20200514,0,0.0,1.0,0.0
50202,20200515,0,0.0,0.0,0.0
50202,20200516,0,0.0,0.0,0.0
50202,20200517,0,0.0,0.0,0.0
50202,20200522,0,0.0,0.0,0.0
50202,20200627,0,0.0,0.0,0.0
50202,20200630,0,0.0,0.0,0.0
50202,20200705,0,0.0,1.0,0.0
50202,20200709,0,0.0,0.0,0.0
50202,20200714,0,0.0,1.0,0.0
50202,20200724,0,0.0,0.0,0.0
50202,20200802,0,1.0,0.0,0.0
50202,20200812,0,0.0,0.0,0.0
50202,20200929,0,0.0,0.0,0.0
50202,20201001,0,0.0,0.0,0.0
50202,20201003,0,0.0,0.0,0.0
50202,20201010,0,0.0,0.0,0.0
50202,20201015,0,0.0,0.0,0.0
50202,20201022,0,0.0,0.0,0.0
50202,20210422,0,0.0,1.0,0.0
50202,20210425,0,0.0,0.0,0.0
50202,20210429,0,0.0,0.0,0.0
50202,20210430,0,0.0,0.0,0.0
50202,20210508,0,0.0,0.0,0.0
50202,20210509,2,0.0,0.0,0.0
50202,20210512,0,0.0,0.0,0.0
50202,20210529,0,0.0,0.0,0.0
50202,20210623,0,0.0,0.0,0.0
50202,20210630,0,0.0,0.0,0.0
50208,20200625,2,0.0,0.0,0.0
50208,20200626,0,0.0,0.0,0.0
50208,20200821,0,0.0,0.0,0.0
50208,20210529,0,0.0,0.0,0.0
50293,20200605,0,0.0,1.0,0.0
50293,20200606,0,0.0,1.0,0.0
50293,20200607,0,0.0,0.0,0.0
50293,20200610,0,0.0,1.0,0.0
50293,20200611,0,0.0,0.0,0.0
50293,20200614,0,0.0,0.0,0.0
50293,20200904,0,0.0,0.0,0.0
50293,20200927,1,0.0,0.0,0.0
50293,20200927,2,0.0,0.0,0.0
50293,20201001,0,0.0,0.0,0.0
50293,20201002,0,0.0,1.0,0.0
50300,20200505,0,0.0,1.0,0.0
50300,20200506,0,0.0,0.0,0.0
50300,20200507,0,2.0,0.0,1.0
50300,20200508,0,0.0,0.0,0.0
50300,20200509,0,0.0,0.0,0.0
50300,20200510,0,0.0,0.0,0.0
50300,20200512,0,0.0,0.0,0.0
50300,20200513,0,0.0,0.0,0.0
50300,20200526,0,0.0,1.0,0.0
50300,20200527,0,0.0,0.0,0.0
50304,20210701,0,0.0,1.0,0.0
50304,20210705,0,0.0,1.0,0.0
50312,20210406,0,0.0,0.0,0.0
50312,20210418,0,0.0,0.0,0.0
50312,20210518,0,0.0,0.0,0.0
50312,20210519,0,0.0,0.0,0.0
50350,20200728,0,0.0,0.0,0.0
50350,20200730,0,1.0,0.0,0.0
50350,20200731,0,1.0,0.0,0.0
50350,20200801,0,1.0,1.0,0.0
50350,20200802,0,1.0,1.0,0.0
50350,20200804,0,0.0,0.0,0.0
50350,20200805,0,0.0,0.0,0.0
50350,20200808,0,0.0,1.0,0.0
50350,20200809,0,0.0,0.0,0.0
50350,20200811,0,0.0,0.0,0.0
50350,20200812,0,0.0,0.0,0.0
50350,20200813,0,0.0,0.0,0.0
50350,20200814,0,0.0,0.0,0.0
50350,20200815,0,0.0,0.0,0.0
50350,20200816,0,1.0,0.0,0.0
50350,20200818,0,0.0,0.0,0.0
50350,20200819,0,0.0,0.0,0.0
50350,20200820,0,0.0,1.0,0.0
50350,20200821,0,1.0,0.0,0.0
50350,20200822,0,0.0,0.0,0.0
50350,20200826,0,0.0,0.0,0.0
50350,20200827,0,0.0,0.0,0.0
50350,20200828,0,0.0,0.0,0.0
50350,20200829,0,0.0,1.0,0.0
50350,20200830,0,0.0,0.0,0.0
50350,20200901,0,1.0,0.0,0.0
50350,20200902,0,0.0,0.0,0.0
50350,20200903,0,0.0,1.0,0.0
50350,20200904,0,0.0,0.0,0.0
50350,20200905,0,1.0,0.0,0.0
50350,20200906,0,1.0,1.0,0.0
50350,20200908,0,0.0,2.0,0.0
50350,20200909,0,1.0,0.0,0.0
50350,20200910,0,0.0,0.0,0.0
50350,20200911,0,1.0,0.0,0.0
50350,20200913,0,0.0,2.0,0.0
50350,20200915,0,0.0,0.0,0.0
50350,20200916,0,0.0,0.0,0.0
50350,20200918,0,0.0,0.0,0.0
50350,20200919,0,0.0,0.0,0.0
50350,20200920,0,0.0,1.0,0.0
50350,20200923,0,0.0,1.0,0.0
50350,20200924,0,0.0,1.0,0.0
50350,20200925,0,0.0,1.0,0.0
50350,20200926,0,0.0,0.0,0.0
50350,20200927,1,0.0,0.0,0.0
50350,20200927,2,0.0,0.0,0.0
50350,20200929,0,1.0,1.0,0.0
50350,20200930,0,0.0,0.0,0.0
50350,20201001,0,0.0,0.0,0.0
50350,20201002,0,0.0,1.0,0.0
50350,20201004,0,1.0,0.0,0.0
50350,20201006,0,0.0,0.0,0.0
50350,20201007,0,0.0,0.0,0.0
50350,20201008,0,0.0,1.0,0.0
50350,20201009,0,0.0,0.0,0.0
50350,20201011,0,1.0,0.0,0.0
50350,20201013,0,0.0,0.0,0.0
50350,20201014,0,0.0,0.0,0.0
50350,20201018,0,0.0,0.0,0.0
50350,20201023,0,0.0,0.0,0.0
50350,20201030,0,0.0,0.0,0.0
50357,20200713,0,0.0,0.0,0.0
50357,20200717,0,1.0,0.0,0.0
50357,20200718,0,0.0,0.0,0.0
50357,20200726,0,1.0,0.0,0.0
50357,20200730,0,0.0,1.0,0.0
50357,20201003,0,0.0,0.0,0.0
50357,20210508,0,0.0,1.0,0.0
50357,20210509,2,0.0,0.0,0.0
50357,20210511,0,0.0,0.0,0.0
50357,20210512,0,0.0,1.0,0.0
50357,20210514,0,1.0,0.0,0.0
50357,20210519,0,0.0,1.0,0.0
50357,20210522,0,0.0,0.0,0.0
50357,20210603,0,0.0,0.0,0.0
50357,20210617,0,0.0,0.0,0.0
50357,20210618,0,0.0,0.0,0.0
50357,20210623,0,0.0,0.0,0.0
50357,20210625,0,1.0,0.0,0.0
50357,20210626,0,0.0,0.0,0.0
50365,20200920,0,0.0,0.0,0.0
50365,20210423,0,0.0,0.0,0.0
50365,20210429,0,0.0,0.0,0.0
50365,20210610,0,0.0,0.0,0.0
50365,20210611,0,0.0,1.0,0.0
50458,20200507,0,0.0,1.0,0.0
50458,20200510,0,0.0,0.0,0.0
50458,20200512,0,0.0,1.0,0.0
50458,20200515,0,0.0,1.0,0.0
50458,20200516,0,0.0,0.0,0.0
50458,20200517,0,0.0,0.0,0.0
50458,20200519,0,0.0,0.0,0.0
50458,20200523,0,0.0,0.0,0.0
50458,20200524,0,0.0,0.0,0.0
50458,20200526,0,0.0,0.0,0.0
50458,20200531,0,0.0,0.0,0.0
50458,20200604,0,0.0,1.0,0.0
50458,20200605,0,0.0,0.0,0.0
50458,20200606,0,0.0,1.0,0.0
50458,20200607,0,0.0,1.0,0.0
50458,20200613,2,0.0,1.0,0.0
50458,20200614,0,0.0,0.0,0.0
50458,20200616,0,0.0,1.0,0.0
50458,20200619,0,0.0,1.0,0.0
50458,20200620,0,0.0,0.0,0.0
50458,20200621,0,0.0,1.0,0.0
50458,20200626,0,0.0,1.0,0.0
50458,20200627,0,0.0,1.0,0.0
50458,20200628,0,0.0,1.0,0.0
50458,20200630,0,0.0,0.0,0.0
50458,20200701,0,0.0,0.0,0.0
50458,20200702,0,0.0,0.0,0.0
50458,20200703,0,0.0,1.0,0.0
50458,20200704,0,0.0,0.0,0.0
50458,20200705,0,0.0,0.0,0.0
50458,20200709,0,0.0,0.0,0.0
50458,20200710,0,0.0,0.0,0.0
50458,20200711,0,0.0,1.0,0.0
50458,20200717,0,0.0,0.0,0.0
50458,20200719,0,0.0,0.0,0.0
50458,20200729,0,0.0,0.0,0.0
50458,20200730,0,0.0,2.0,0.0
50458,20200731,0,0.0,2.0,0.0
50458,20200801,0,0.0,0.0,0.0
50458,20200802,0,0.0,1.0,0.0
50458,20200804,0,0.0,1.0,0.0
50458,20200805,0,0.0,1.0,0.0
50458,20200806,0,0.0,0.0,0.0
50458,20200807,0,0.0,0.0,0.0
50458,20200808,0,0.0,1.0,0.0
50458,20200811,0,0.0,0.0,0.0
50458,20200812,0,0.0,1.0,0.0
50458,20200813,0,0.0,0.0,0.0
50458,20200814,0,0.0,2.0,0.0
50458,20200815,0,0.0,0.0,0.0
50458,20200816,0,0.0,0.0,0.0
50458,20200818,0,0.0,0.0,0.0
50458,20200819,0,0.0,2.0,0.0
50458,20200820,0,0.0,1.0,0.0
50458,20200821,0,0.0,0.0,0.0
50458,20200822,0,0.0,0.0,0.0
50458,20200823,0,0.0,0.0,0.0
50458,20200825,0,0.0,0.0,0.0
50458,20200826,0,0.0,0.0,0.0
50458,20200827,0,0.0,0.0,0.0
50458,20200829,0,0.0,0.0,0.0
50458,20200830,0,0.0,1.0,0.0
50458,20200901,0,0.0,0.0,0.0
50458,20200903,0,0.0,0.0,0.0
50458,20200906,1,0.0,1.0,0.0
50458,20200909,2,0.0,0.0,0.0
50458,20200910,0,0.0,0.0,0.0
50458,20200911,0,0.0,0.0,0.0
50458,20200915,0,0.0,0.0,0.0
50458,20200917,0,0.0,0.0,0.0
50458,20200919,0,0.0,0.0,0.0
50458,20200920,0,0.0,1.0,0.0
50458,20200929,0,0.0,0.0,0.0
50458,20200930,0,0.0,0.0,0.0
50458,20201003,1,0.0,0.0,0.0
50458,20201007,0,0.0,1.0,0.0
50458,20201010,0,0.0,0.0,0.0
50458,20201011,0,0.0,0.0,0.0
50458,20201015,0,0.0,0.0,0.0
50458,20201020,0,0.0,0.0,0.0
50458,20201021,0,0.0,0.0,0.0
50458,20201025,0,0.0,0.0,0.0
50458,20201027,0,0.0,0.0,0.0
50458,20201030,0,0.0,0.0,0.0
50458,20210408,0,0.0,0.0,0.0
50458,20210409,0,0.0,0.0,0.0
50458,20210411,0,0.0,1.0,0.0
50458,20210415,0,0.0,0.0,0.0
50458,20210416,0,0.0,0.0,0.0
50458,20210417,0,0.0,2.0,0.0
50458,20210418,0,0.0,0.0,0.0
50458,20210420,0,0.0,1.0,0.0
50458,20210421,0,0.0,1.0,0.0
50458,20210422,0,0.0,0.0,0.0
50458,20210424,0,0.0,0.0,0.0
50458,20210425,0,0.0,0.0,0.0
50458,20210427,0,0.0,1.0,0.0
50458,20210428,0,0.0,0.0,0.0
50458,20210505,0,0.0,0.0,0.0
50458,20210512,0,0.0,0.0,0.0
50458,20210513,0,0.0,0.0,0.0
50458,20210514,0,0.0,1.0,0.0
50458,20210515,0,0.0,0.0,0.0
50458,20210518,0,0.0,0.0,0.0
50458,20210521,0,0.0,1.0,0.0
50458,20210522,0,0.0,1.0,0.0
50458,20210523,0,0.0,0.0,0.0
50458,20210526,0,0.0,0.0,0.0
50458,20210527,0,0.0,0.0,0.0
50458,20210528,0,0.0,2.0,0.0
50458,20210529,0,0.0,2.0,0.0
50458,20210530,0,0.0,0.0,0.0
50458,20210601,0,0.0,0.0,0.0
50458,20210602,0,0.0,0.0,0.0
50458,20210604,0,0.0,1.0,0.0
50458,20210606,0,0.0,0.0,0.0
50458,20210608,0,0.0,0.0,0.0
50458,20210610,0,0.0,0.0,0.0
50458,20210615,0,0.0,0.0,0.0
50458,20210617,0,0.0,2.0,0.0
50458,20210618,0,0.0,1.0,0.0
50458,20210619,0,0.0,1.0,0.0
50458,20210620,0,0.0,1.0,0.0
50458,20210622,0,0.0,0.0,0.0
50458,20210623,0,0.0,1.0,0.0
50458,20210624,0,0.0,0.0,0.0
50458,20210627,0,0.0,2.0,0.0
50458,20210630,1,0.0,0.0,0.0
50458,20210630,2,0.0,0.0,0.0
50458,20210709,0,0.0,1.0,0.0
50458,20210711,0,0.0,0.0,0.0
50468,20200505,0,0.0,0.0,0.0
50468,20200506,0,0.0,0.0,0.0
50468,20200507,0,0.0,0.0,0.0
50468,20200508,0,1.0,0.0,0.0
50468,20200512,0,0.0,0.0,0.0
50468,20200517,0,0.0,0.0,0.0
50468,20200519,0,0.0,0.0,0.0
50468,20200520,0,0.0,0.0,0.0
50468,20200521,0,0.0,0.0,0.0
50468,20200522,0,1.0,1.0,0.0
50468,20200523,0,1.0,0.0,0.0
50468,20200524,0,0.0,0.0,0.0
50468,20200527,0,1.0,0.0,1.0
50468,20200528,0,0.0,0.0,0.0
50468,20200529,0,0.0,2.0,0.0
50468,20200530,0,1.0,1.0,0.0
50468,20200531,0,1.0,0.0,0.0
50468,20200602,0,1.0,1.0,0.0
50468,20200603,0,1.0,0.0,1.0
50468,20200604,0,1.0,0.0,1.0
50468,20200605,0,0.0,0.0,0.0
50468,20200606,0,0.0,0.0,0.0
50468,20200607,0,0.0,1.0,0.0
50468,20200609,0,0.0,0.0,0.0
50468,20200610,0,0.0,1.0,0.0
50468,20200613,1,2.0,1.0,0.0
50468,20200613,2,0.0,0.0,0.0
50468,20200614,0,1.0,0.0,0.0
50468,20200616,0,1.0,0.0,0.0
50468,20200617,0,1.0,0.0,1.0
50468,20200618,0,0.0,0.0,0.0
50468,20200619,0,0.0,0.0,0.0
50468,20200620,0,0.0,1.0,0.0
50468,20200621,0,0.0,2.0,0.0
50468,20200710,0,0.0,0.0,0.0
50468,20200711,0,0.0,1.0,0.0
50468,20200714,0,0.0,0.0,0.0
50468,20200715,0,0.0,0.0,0.0
50469,20200825,0,1.0,0.0,0.0
50469,20200826,0,0.0,0.0,0.0
50469,20200827,0,0.0,0.0,0.0
50469,20200829,0,1.0,0.0,0.0
50469,20200830,0,0.0,0.0,0.0
50469,20200901,0,0.0,0.0,0.0
50469,20200903,0,0.0,1.0,0.0
50469,20200904,0,0.0,0.0,0.0
50469,20200906,1,1.0,0.0,0.0
50469,20200908,0,0.0,0.0,0.0
50469,20200909,1,0.0,0.0,0.0
50469,20200909,2,0.0,1.0,0.0
50469,20200910,0,0.0,1.0,0.0
50469,20200911,0,0.0,0.0,0.0
50469,20200912,0,1.0,0.0,1.0
50469,20200913,0,0.0,0.0,0.0
50469,20200915,0,0.0,0.0,0.0
50469,20200916,0,0.0,0.0,0.0
50469,20200917,0,0.0,0.0,0.0
50469,20200918,0,0.0,1.0,0.0
50469,20200919,0,0.0,0.0,0.0
50469,20200922,0,0.0,1.0,0.0
50469,20200923,0,1.0,1.0,1.0
50469,20200924,0,0.0,0.0,0.0
50469,20200925,0,0.0,0.0,0.0
50469,20200926,0,1.0,0.0,0.0
50469,20200927,0,0.0,0.0,0.0
50469,20200929,0,0.0,0.0,0.0
50469,20200930,0,0.0,0.0,0.0
50469,20201001,0,0.0,0.0,0.0
50469,20201002,0,1.0,0.0,0.0
50469,20201003,1,0.0,0.0,0.0
50469,20201003,2,0.0,0.0,0.0
50469,20201004,0,0.0,1.0,0.0
50469,20201006,0,0.0,0.0,0.0
50469,20201007,0,0.0,0.0,0.0
50469,20201011,0,1.0,1.0,0.0
50469,20201013,0,1.0,0.0,0.0
50469,20201014,0,0.0,0.0,0.0
50469,20201016,0,0.0,0.0,0.0
50469,20201017,2,1.0,0.0,0.0
50469,20201018,0,0.0,1.0,0.0
50469,20201020,0,1.0,1.0,1.0
50469,20201021,0,0.0,1.0,0.0
50469,20201024,0,1.0,0.0,0.0
50469,20201025,0,0.0,2.0,0.0
50469,20201027,0,0.0,0.0,0.0
50469,20201030,0,1.0,0.0,0.0
50506,20200505,0,1.0,0.0,0.0
50506,20200506,0,0.0,0.0,0.0
50506,20200507,0,1.0,1.0,0.0
50506,20200508,0,1.0,1.0,0.0
50506,20200510,0,1.0,0.0,0.0
50506,20200512,0,0.0,0.0,0.0
50506,20200513,0,0.0,1.0,0.0
50506,20200514,0,0.0,0.0,0.0
50506,20200515,0,0.0,0.0,0.0
50506,20200516,0,0.0,1.0,0.0
50506,20200517,0,1.0,0.0,1.0
50506,20200519,0,0.0,0.0,0.0
50506,20200521,0,0.0,0.0,0.0
50506,20200522,0,0.0,0.0,0.0
50506,20200523,0,1.0,0.0,0.0
50506,20200524,0,0.0,0.0,0.0
50506,20200526,0,0.0,0.0,0.0
50506,20200527,0,0.0,0.0,0.0
50506,20200528,0,1.0,0.0,0.0
50506,20200529,0,0.0,0.0,0.0
50506,20200530,0,1.0,1.0,0.0
50506,20200531,0,0.0,0.0,0.0
50506,20200602,0,0.0,0.0,0.0
50506,20200603,0,0.0,0.0,0.0
50506,20200604,0,0.0,0.0,0.0
50506,20200605,0,0.0,0.0,0.0
50506,20200606,0,0.0,1.0,0.0
50506,20200607,0,0.0,1.0,0.0
50506,20200609,0,1.0,0.0,0.0
50506,20200610,0,2.0,0.0,0.0
50506,20200611,0,1.0,0.0,0.0
50506,20200612,0,0.0,0.0,0.0
50506,20200613,0,0.0,0.0,0.0
50506,20200614,0,2.0,0.0,0.0
50506,20200616,0,0.0,1.0,0.0
50506,20200617,0,0.0,0.0,0.0
50506,20200618,0,0.0,2.0,0.0
50506,20200619,0,0.0,1.0,0.0
50506,20200620,0,1.0,1.0,0.0
50506,20200621,0,0.0,1.0,0.0
50506,20200623,0,1.0,0.0,0.0
50506,20200626,0,1.0,0.0,0.0
50506,20200627,0,0.0,0.0,0.0
50506,20200628,0,0.0,0.0,0.0
50506,20200630,0,0.0,0.0,0.0
50506,20200701,0,0.0,0.0,0.0
50506,20200703,0,0.0,1.0,0.0
50506,20200704,0,0.0,0.0,0.0
50506,20200707,0,0.0,0.0,0.0
50506,20200708,0,0.0,1.0,0.0
50506,20200709,0,0.0,0.0,0.0
50506,20200710,0,0.0,0.0,0.0
50506,20200711,0,0.0,0.0,0.0
50506,20200714,0,0.0,0.0,0.0
50506,20200716,0,0.0,1.0,0.0
50506,20200717,0,0.0,1.0,0.0
50506,20200718,0,0.0,1.0,0.0
50506,20200719,0,0.0,0.0,0.0
50506,20200721,0,1.0,1.0,0.0
50506,20200724,0,0.0,0.0,0.0
50506,20200725,0,0.0,1.0,0.0
50506,20200726,0,0.0,0.0,0.0
50506,20200728,0,1.0,0.0,0.0
50506,20200731,0,0.0,0.0,0.0
50506,20200801,0,0.0,0.0,0.0
50506,20200802,0,0.0,1.0,0.0
50506,20200804,0,0.0,2.0,0.0
50506,20200806,0,1.0,0.0,0.0
50506,20200807,0,0.0,2.0,0.0
