name,Team,day,vs,result,bat_order,position,start_member,ab,score,hit,2_hit,3_hit,homerun,tb,rbi,sb,cs,bb,hpp,ibb,so,gdp,sh,sf,avg,obp,slg,ops,pitch,avLI,RE24,WPA,GYEAR,PCODE,POSITION,AGE_VA,MONEY
강백호,kt,2021-04-16,키움,W 8:4,3,RF,1,4,2,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.415,,0.512,1.012,12,0.84,0.68,0.085,2021,68050,내,21,31000만원
강백호,kt,2021-04-17,키움,W 8:5,3,1B,1,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.4,,0.489,0.979,19,1.36,-0.15,-0.008,2021,68050,내,21,31000만원
강백호,kt,2021-04-18,키움,W 10:2,3,1B,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.388,,0.469,0.935,14,0.66,-0.04,0.047,2021,68050,내,21,31000만원
강백호,kt,2021-04-20,@NC,W 5:2,3,1B,1,4,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.377,,0.453,0.913,18,1.23,0.32,0.098,2021,68050,내,21,31000만원
강백호,kt,2021-04-21,@NC,L 3:4,3,1B,1,5,1,3,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0.397,,0.517,0.988,20,1.64,2.68,0.273,2021,68050,내,21,31000만원
강백호,kt,2021-04-22,@NC,W 11:5,3,1B,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.387,,0.5,0.952,15,0.43,-1.23,-0.046,2021,68050,내,21,31000만원
강백호,kt,2021-04-23,롯데,L 5:10,3,1B,1,5,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0.403,,0.507,0.969,19,0.28,1.4,0.003,2021,68050,내,21,31000만원
강백호,kt,2021-04-24,롯데,L 2:4,3,1B,1,4,1,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.408,,0.549,1.013,21,1.27,1.13,0.079,2021,68050,내,21,31000만원
강백호,kt,2021-04-25,롯데,W 6:5,3,1B,1,4,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,1,0.4,,0.547,0.995,24,2.05,0,0.051,2021,68050,내,21,31000만원
강백호,kt,2021-04-27,@SSG,D :,3,1B,1,5,0,2,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0.4,,0.55,1.002,23,0.27,0.83,0.041,2021,68050,내,21,31000만원
강백호,kt,2021-04-28,@SSG,D :,3,1B,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.405,,0.548,1.001,16,0.79,0.31,0.061,2021,68050,내,21,31000만원
강백호,kt,2021-04-29,@SSG,D :,3,1B,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.393,,0.528,0.969,18,0.87,-1.59,-0.075,2021,68050,내,21,31000만원
강백호,kt,2021-04-30,KIA,W 15:3,3,1B,1,2,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0.407,,0.538,1.001,17,0.91,2.33,0.118,2021,68050,내,21,31000만원
강백호,kt,2021-05-01,KIA,W 3:0,3,1B,1,3,0,2,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0.415,,0.543,1.015,18,1.07,2.13,0.23,2021,68050,내,21,31000만원
강백호,kt,2021-05-02,KIA,W 9:2,3,1B,1,4,1,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0.418,,0.551,1.025,15,0.79,1.16,-0.015,2021,68050,내,21,31000만원
강백호,kt,2021-05-05,@키움,L 0:14,3,1B,1,2,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.42,,0.56,1.034,8,0.23,0.05,0.02,2021,68050,내,21,31000만원
강백호,kt,2021-05-06,@키움,L 4:6,3,1B,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.404,,0.538,1.001,21,1.19,-0.78,-0.065,2021,68050,내,21,31000만원
강백호,kt,2021-05-08,NC,L 4:5,3,1B,1,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.402,,0.533,1.001,22,1.54,0.48,0.013,2021,68050,내,21,31000만원
강백호,kt,2021-05-09,NC,L 11:16,3,1B,1,3,1,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0.4,,0.555,1.02,14,0.8,1.22,0.094,2021,68050,내,21,31000만원
강백호,kt,2021-05-09,NC,W 9:5,3,1B,1,4,2,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0.395,,0.553,1.015,22,0.68,1.57,0.111,2021,68050,내,21,31000만원
강백호,kt,2021-05-11,삼성,W 9:6,3,1B,1,5,1,3,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0.403,,0.555,1.022,21,1.22,1.27,0.072,2021,68050,내,21,31000만원
강백호,kt,2021-05-12,삼성,L 5:7,3,1B,1,5,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.403,,0.573,1.038,22,1.22,0.5,-0.03,2021,68050,내,21,31000만원
강백호,kt,2021-05-13,삼성,L 0:4,3,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.394,,0.559,1.019,17,1.88,-0.49,-0.085,2021,68050,내,21,31000만원
강백호,kt,2021-05-14,@롯데,W 9:1,3,1B,1,5,1,2,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0.394,,0.561,1.022,27,0.52,1.74,0.114,2021,68050,내,21,31000만원
강백호,kt,2021-05-15,@롯데,W 5:4,3,1B,1,5,1,3,0,0,1,6,2,0,0,0,0,0,2,0,0,0,0.401,,0.584,1.049,22,0.93,1.84,0.33,2021,68050,내,21,31000만원
강백호,kt,2021-05-18,두산,W 1:0,3,1B,1,3,0,3,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0.414,,0.593,1.071,20,1.23,1.22,0.112,2021,68050,내,21,31000만원
강백호,kt,2021-05-19,두산,W 6:5,3,RF,1,4,0,2,0,0,0,2,4,0,1,0,0,0,2,0,0,0,0.417,,0.59,1.069,27,1.66,1.39,0.191,2021,68050,내,21,31000만원
강백호,kt,2021-05-21,@한화,L 0:4,3,1B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.415,,0.585,1.065,22,0.66,0.44,0.06,2021,68050,내,21,31000만원
강백호,kt,2021-05-22,@한화,L 0:5,3,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.407,,0.573,1.048,16,0.61,-0.23,-0.053,2021,68050,내,21,31000만원
강백호,kt,2021-05-23,@한화,W 8:1,3,1B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.394,,0.555,1.016,29,0.44,-2.77,-0.071,2021,68050,내,21,31000만원
강백호,kt,2021-05-26,SSG,L 5:9,3,PH,0,3,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0.392,,0.557,1.019,13,1.72,-0.03,0.108,2021,68050,내,21,31000만원
강백호,kt,2021-05-27,SSG,W 6:5,3,1B,1,3,2,3,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0.404,,0.59,1.066,24,1.42,3.2,0.357,2021,68050,내,21,31000만원
강백호,kt,2021-05-28,@KIA,L 6:7,3,1B,1,3,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.409,,0.591,1.076,22,1.83,0.99,0.139,2021,68050,내,21,31000만원
강백호,kt,2021-05-29,@KIA,W 7:5,3,1B,1,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.407,,0.587,1.074,27,1.3,0.36,-0.039,2021,68050,내,21,31000만원
강백호,kt,2021-05-30,@KIA,W 4:3,3,1B,1,3,1,2,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0.412,,0.588,1.081,14,0.99,0.78,0.112,2021,68050,내,21,31000만원
강백호,kt,2021-06-01,@LG,W 8:1,3,1B,1,5,2,3,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0.417,,0.589,1.084,22,0.74,1.09,0.135,2021,68050,내,21,31000만원
강백호,kt,2021-06-02,@LG,L 5:6,3,1B,1,4,1,2,1,0,1,6,2,0,0,0,0,0,1,0,0,0,0.419,,0.609,1.104,15,1.06,1.45,0.141,2021,68050,내,21,31000만원
강백호,kt,2021-06-04,롯데,L 0:15,3,1B,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.42,,0.608,1.105,10,0.33,0.42,0.038,2021,68050,내,21,31000만원
강백호,kt,2021-06-05,롯데,W 8:1,3,1B,1,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.419,,0.602,1.098,20,0.77,-0.27,-0.037,2021,68050,내,21,31000만원
강백호,kt,2021-06-06,롯데,L 7:8,3,1B,1,4,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.411,,0.589,1.078,24,0.29,-1.08,-0.017,2021,68050,내,21,31000만원
강백호,kt,2021-06-08,@SSG,D :,3,1B,1,4,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0.407,,0.582,1.069,13,0.81,0.14,0.029,2021,68050,내,21,31000만원
강백호,kt,2021-06-09,@SSG,D :,3,1B,1,5,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.407,,0.583,1.068,24,0.6,0.13,-0.026,2021,68050,내,21,31000만원
강백호,kt,2021-06-11,한화,W 6:5,3,1B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.397,,0.569,1.044,24,1.24,-1.18,-0.121,2021,68050,내,21,31000만원
강백호,kt,2021-06-12,한화,W 7:2,3,1B,1,3,2,3,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0.406,,0.575,1.061,22,0.78,2.97,0.236,2021,68050,내,21,31000만원
강백호,kt,2021-06-13,한화,W 6:3,3,1B,1,4,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.403,,0.573,1.055,16,0.52,0.74,0.042,2021,68050,내,21,31000만원
강백호,kt,2021-06-16,@NC,W 7:3,3,1B,1,4,1,3,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0.409,,0.581,1.07,22,1.13,1.7,0.144,2021,68050,내,21,31000만원
강백호,kt,2021-06-17,@NC,L 1:9,3,1B,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.408,,0.578,1.064,20,1.01,-0.09,-0.007,2021,68050,내,21,31000만원
강백호,kt,2021-06-18,두산,L 3:11,3,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.401,,0.568,1.046,21,0.58,-1.25,-0.06,2021,68050,내,21,31000만원
강백호,kt,2021-06-19,두산,L 3:9,3,1B,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,,0.564,1.042,14,0.38,-0.16,0.002,2021,68050,내,21,31000만원
강백호,kt,2021-06-19,두산,W 4:3,3,DH,1,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0.396,,0.559,1.037,15,0.98,-0.02,-0.01,2021,68050,내,21,31000만원
강백호,kt,2021-06-20,두산,W 4:1,3,1B,1,4,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.398,,0.558,1.036,17,1.62,0.52,0.105,2021,68050,내,21,31000만원
강백호,kt,2021-06-22,KIA,W 6:3,3,1B,1,3,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.397,,0.556,1.034,17,0.69,0.93,0.051,2021,68050,내,21,31000만원
강백호,kt,2021-06-23,KIA,L 1:2,3,1B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.397,,0.553,1.031,18,1.28,-0.09,0.029,2021,68050,내,21,31000만원
강백호,kt,2021-06-24,KIA,W 6:3,3,1B,1,1,3,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0.395,,0.55,1.035,19,1.8,1.23,0.175,2021,68050,내,21,31000만원
강백호,kt,2021-06-25,@한화,W 2:0,3,1B,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.396,,0.55,1.036,14,1.33,-0.15,0,2021,68050,내,21,31000만원
강백호,kt,2021-06-26,@한화,W 11:2,3,1B,1,3,2,2,0,0,2,8,5,0,0,1,0,0,1,0,0,0,0.399,,0.576,1.066,24,0.68,4.12,0.295,2021,68050,내,21,31000만원
강백호,kt,2021-06-27,@한화,W 11:1,3,1B,1,1,2,1,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0.402,,0.582,1.079,22,0.36,1.76,0.051,2021,68050,내,21,31000만원
강백호,kt,2021-06-30,@LG,W 4:3,3,1B,1,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.401,,0.579,1.076,23,1.1,0.88,0.091,2021,68050,내,21,31000만원
강백호,kt,2021-07-01,@LG,W 6:1,3,1B,1,3,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0.4,,0.576,1.074,15,0.51,0.95,0.071,2021,68050,내,21,31000만원
강백호,kt,2021-07-02,키움,W 4:1,3,1B,1,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.398,,0.571,1.066,15,0.86,0.64,0.111,2021,68050,내,21,31000만원
강백호,kt,2021-07-04,키움,W 12:3,3,1B,1,4,0,1,1,0,0,2,2,0,0,1,0,0,1,0,0,0,0.395,,0.57,1.063,28,1.02,1.39,-0.026,2021,68050,내,21,31000만원
강백호,kt,2021-07-05,키움,L 5:15,3,1B,1,2,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0.396,,0.573,1.068,14,0.32,0.65,0.028,2021,68050,내,21,31000만원
강백호,kt,2021-07-08,@삼성,W 3:2,3,1B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.395,,0.57,1.066,21,0.76,0.02,0,2021,68050,내,21,31000만원
강백호,kt,2021-07-09,@KIA,L 4:10,3,1B,1,4,1,3,1,0,1,7,2,0,0,0,0,0,1,0,0,0,0.401,,0.588,1.086,23,0.52,2.92,0.07,2021,68050,내,21,31000만원
강백호,kt,2021-07-11,@KIA,L 0:2,3,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,,0.579,1.072,15,1.36,-1.23,-0.137,2021,68050,내,21,31000만원
강백호,kt,2021-08-10,@키움,L 1:3,3,1B,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.396,,0.578,1.071,16,1.37,0.32,-0.005,2021,68050,내,21,31000만원
강백호,kt,2021-08-11,@키움,L 1:4,3,1B,1,3,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.399,,0.579,1.076,19,0.81,1.01,0.09,2021,68050,내,21,31000만원
강백호,kt,2021-08-12,@키움,L 4:6,3,1B,1,2,1,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0.4,,0.582,1.084,26,1.24,1.3,0.144,2021,68050,내,21,31000만원
강백호,kt,2021-08-13,삼성,W 7:6,3,DH,1,3,0,1,1,0,0,2,0,0,0,2,0,1,1,0,0,0,0.399,,0.583,1.086,22,1.32,1.06,0.095,2021,68050,내,21,31000만원
강백호,kt,2021-08-14,삼성,W 8:4,3,1B,1,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.397,,0.578,1.078,16,0.29,0.21,-0.002,2021,68050,내,21,31000만원
강백호,kt,2021-08-15,삼성,W 6:4,3,DH,1,4,1,2,2,0,0,4,2,0,0,1,0,0,2,0,0,0,0.399,,0.584,1.086,28,1.17,1.29,0.326,2021,68050,내,21,31000만원
강백호,kt,2021-08-17,LG,D 5:5,3,DH,1,4,0,2,2,0,0,4,2,0,0,1,0,0,0,0,0,0,0.4,,0.59,1.093,22,2.06,1.74,0.093,2021,68050,내,21,31000만원
강백호,kt,2021-08-18,LG,W 8:1,3,1B,1,5,1,1,0,0,1,4,2,0,0,0,0,0,2,0,0,0,0.397,,0.593,1.092,21,0.4,0.44,0.142,2021,68050,내,21,31000만원
강백호,kt,2021-08-19,LG,L 0:1,3,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,,0.586,1.079,16,1.21,-0.78,-0.093,2021,68050,내,21,31000만원
강백호,kt,2021-08-20,@롯데,W 5:4,3,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.388,,0.58,1.07,19,0.7,-0.56,-0.037,2021,68050,내,21,31000만원
강백호,kt,2021-08-22,@롯데,W 3:1,3,1B,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.383,,0.572,1.059,18,0.77,-1.14,-0.074,2021,68050,내,21,31000만원
강백호,kt,2021-08-23,@롯데,L 2:6,3,1B,1,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.385,,0.576,1.065,10,0.34,0.79,0.028,2021,68050,내,21,31000만원
강백호,kt,2021-08-25,SSG,W 7:1,3,1B,1,4,1,2,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0.387,,0.575,1.065,25,0.66,0.5,0.007,2021,68050,내,21,31000만원
강백호,kt,2021-08-26,SSG,W 10:5,3,DH,1,5,3,2,0,0,2,8,4,0,0,0,0,0,1,0,0,0,0.387,,0.591,1.08,19,1.08,2.2,0.118,2021,68050,내,21,31000만원
강백호,kt,2021-08-27,SSG,W 6:4,3,1B,1,4,0,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.388,,0.593,1.082,16,1.7,1.69,0.184,2021,68050,내,21,31000만원
강백호,kt,2021-08-28,삼성,L 5:6,3,1B,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.385,,0.588,1.072,14,2.24,-1.08,-0.067,2021,68050,내,21,31000만원
강백호,kt,2021-08-29,삼성,W 8:3,3,1B,1,5,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.382,,0.585,1.065,24,1.31,-1.2,-0.144,2021,68050,내,21,31000만원
강백호,kt,2021-08-31,@한화,L 2:5,3,1B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38,,0.582,1.06,6,1.48,-0.79,-0.074,2021,68050,내,21,31000만원
강백호,kt,2021-09-03,@키움,W 11:1,9,PH,0,1,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,2,0.382,,0.586,1.063,11,1.22,0.99,0.041,2021,68050,내,21,31000만원
강백호,kt,2021-09-04,@LG,W 11:1,3,1B,1,4,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0,1,0.383,,0.588,1.064,22,0.29,1.57,-0.02,2021,68050,내,21,31000만원
강백호,kt,2021-09-05,@LG,W 11:0,3,1B,1,5,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.386,,0.591,1.068,16,0.37,1.21,-0.007,2021,68050,내,21,31000만원
강백호,kt,2021-09-08,KIA,D 5:5,3,1B,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.382,,0.584,1.056,23,1.8,-1.28,-0.181,2021,68050,내,21,31000만원
강백호,kt,2021-09-09,@삼성,L 7:8,3,1B,1,5,1,2,1,0,1,6,3,0,0,0,0,0,0,0,0,0,0.382,,0.593,1.064,21,1.2,1.53,0.378,2021,68050,내,21,31000만원
강백호,kt,2021-09-10,@삼성,D 2:2,3,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.379,,0.588,1.057,16,1.61,-0.91,-0.063,2021,68050,내,21,31000만원
강백호,kt,2021-09-11,SSG,D 2:2,3,1B,1,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.377,,0.584,1.052,24,1.26,0.53,0.014,2021,68050,내,21,31000만원
강백호,kt,2021-09-12,SSG,W 10:0,3,1B,1,2,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0.375,,0.581,1.049,20,0.52,-0.4,-0.008,2021,68050,내,21,31000만원
강백호,kt,2021-09-12,SSG,W 3:2,3,1B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.374,,0.577,1.044,13,0.98,-0.47,-0.011,2021,68050,내,21,31000만원
배정대,kt,2021-04-04,한화,W 3:2,8,CF,1,4,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.5,,0.75,1.25,11,2.04,1.72,0.473,2021,64166,외,26,14000만원
배정대,kt,2021-04-06,LG,L 2:3,8,CF,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.333,,0.5,0.929,19,1.41,-0.32,-0.037,2021,64166,외,26,14000만원
배정대,kt,2021-04-07,LG,W 7:3,8,CF,1,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.3,,0.4,0.764,24,1.26,-0.36,-0.078,2021,64166,외,26,14000만원
배정대,kt,2021-04-08,LG,L 3:7,7,CF,1,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.286,,0.357,0.69,16,1.06,-0.35,-0.019,2021,64166,외,26,14000만원
배정대,kt,2021-04-09,@삼성,L 5:7,6,CF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.235,,0.294,0.572,18,1.25,-1.25,-0.094,2021,64166,외,26,14000만원
배정대,kt,2021-04-10,@삼성,L 6:7,2,CF,1,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.238,,0.286,0.59,26,1.39,-0.08,-0.065,2021,64166,외,26,14000만원
배정대,kt,2021-04-11,@삼성,L 2:4,1,CF,1,3,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0.25,,0.292,0.649,27,1.46,-0.1,0.002,2021,64166,외,26,14000만원
배정대,kt,2021-04-13,@두산,W 8:7,1,CF,1,5,1,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.31,,0.345,0.739,21,0.67,0.18,0.042,2021,64166,외,26,14000만원
배정대,kt,2021-04-14,@두산,L 1:3,1,CF,1,4,0,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.333,,0.394,0.799,10,1.29,0.77,0.152,2021,64166,외,26,14000만원
배정대,kt,2021-04-15,@두산,W 8:3,1,CF,1,5,1,4,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0.395,,0.447,0.9,25,1.05,2.82,0.241,2021,64166,외,26,14000만원
배정대,kt,2021-04-16,키움,W 8:4,1,CF,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.357,,0.405,0.83,22,0.76,-1.19,-0.078,2021,64166,외,26,14000만원
배정대,kt,2021-04-17,키움,W 8:5,2,CF,1,4,1,2,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0.37,,0.435,0.877,21,0.93,0.74,0.134,2021,64166,외,26,14000만원
배정대,kt,2021-04-18,키움,W 10:2,2,CF,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.34,,0.4,0.821,17,0.47,0.02,-0.054,2021,64166,외,26,14000만원
배정대,kt,2021-04-20,@NC,W 5:2,6,CF,1,3,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0.321,,0.377,0.797,17,1.17,0.51,0.058,2021,64166,외,26,14000만원
배정대,kt,2021-04-21,@NC,L 3:4,6,CF,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.309,,0.364,0.788,17,1.08,-0.01,0.028,2021,64166,외,26,14000만원
배정대,kt,2021-04-22,@NC,W 11:5,5,CF,1,4,1,1,0,0,1,4,3,0,0,0,0,0,1,0,0,0,0.305,,0.407,0.821,15,0.54,1.57,-0.044,2021,64166,외,26,14000만원
배정대,kt,2021-04-23,롯데,L 5:10,5,CF,1,2,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0.311,,0.41,0.842,14,0.63,0.88,-0.003,2021,64166,외,26,14000만원
배정대,kt,2021-04-24,롯데,L 2:4,6,CF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.308,,0.4,0.823,16,1.31,-0.46,-0.031,2021,64166,외,26,14000만원
배정대,kt,2021-04-25,롯데,W 6:5,5,CF,1,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.304,,0.391,0.813,13,1.23,-0.01,0.016,2021,64166,외,26,14000만원
배정대,kt,2021-04-27,@SSG,D :,1,CF,1,6,1,3,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0.32,,0.4,0.827,23,0.39,0.99,-0.029,2021,64166,외,26,14000만원
배정대,kt,2021-04-28,@SSG,D :,1,CF,1,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0.308,,0.385,0.804,13,0.69,-0.5,-0.042,2021,64166,외,26,14000만원
배정대,kt,2021-04-29,@SSG,D :,2,CF,1,4,1,2,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0.317,,0.39,0.819,20,1.19,0.67,-0.003,2021,64166,외,26,14000만원
배정대,kt,2021-04-30,KIA,W 15:3,2,CF,1,3,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.318,,0.388,0.825,20,0.61,1.64,0.057,2021,64166,외,26,14000만원
배정대,kt,2021-05-01,KIA,W 3:0,5,CF,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.307,,0.375,0.805,17,0.9,-0.65,-0.083,2021,64166,외,26,14000만원
배정대,kt,2021-05-02,KIA,W 9:2,2,CF,1,5,1,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0.312,,0.387,0.816,14,0.93,0.81,0.046,2021,64166,외,26,14000만원
