name,Team,DATE,vs,result,bat_order,position,start_member,ab,score,hit,2_hit,3_hit,homerun,tb,rbi,sb,cs,bb,hpp,ibb,so,gdp,sh,sf,avg,obp,slg,ops,pitch,avLI,RE24,WPA,GYEAR,PCODE,POSITION,AGE_VA,MONEY,G_ID,power_barrel,contact_barrel,clutch_barrel
나성범,NC,20180419,@넥센,L 3:6,3,RF,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.322,,0.483,0.848,11,0.64,-0.28,-0.081,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180420,LG,L 4:9,3,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.33,,0.495,0.866,7,0.3,-0.14,0.03,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180421,LG,L 3:6,3,RF,1,4,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.337,,0.526,0.903,16,0.91,0.76,0.013000000000000001,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180422,LG,L 4:5,3,RF,1,5,1,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0.36,,0.54,0.9359999999999999,19,1.24,0.11,-0.092,2018,62947,외,28,43000만원,0.0,0.0,2.0,0.0
나성범,NC,20180424,@삼성,L 2:7,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.35,,0.524,0.91,14,0.42,-0.56,-0.032,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180425,@삼성,W 9:2,3,RF,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.34299999999999997,,0.509,0.8859999999999999,16,0.79,-0.43,-0.069,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180426,@삼성,W 5:2,3,RF,1,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.348,,0.509,0.89,21,0.63,0.38,0.068,2018,62947,외,28,43000만원,0.0,0.0,2.0,0.0
나성범,NC,20180427,두산,L 2:6,3,RF,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.336,,0.491,0.86,16,1.09,-0.73,-0.078,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180428,두산,W 5:1,3,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.342,,0.5,0.873,17,0.79,0.59,0.01,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180429,두산,L 1:7,4,RF,1,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.33899999999999997,,0.5,0.8690000000000001,17,0.52,-0.39,0.002,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180501,넥센,L 4:13,3,RF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.336,,0.49200000000000005,0.858,8,1.36,-1.68,-0.166,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180502,넥센,W 13:8,3,RF,1,4,3,3,0,0,1,6,4,0,0,1,0,0,1,0,0,0,0.348,,0.523,0.904,27,1.12,3.39,0.332,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180503,넥센,L 9:13,3,RF,1,4,3,3,0,0,1,6,2,0,0,1,0,0,1,0,0,0,0.36,,0.551,0.9470000000000001,18,1.29,2.6,0.19399999999999998,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180504,@KIA,W 6:5,3,RF,1,5,2,2,1,0,1,6,1,0,0,0,0,0,3,0,0,0,0.36200000000000004,,0.574,0.97,17,1.37,0.2,-0.005,2018,62947,외,28,43000만원,0.0,2.0,0.0,1.0
나성범,NC,20180505,@KIA,L 4:12,4,RF,1,3,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.368,,0.5760000000000001,0.978,16,0.76,0.78,0.025,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180506,@KIA,L 3:11,3,RF,1,4,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.37200000000000005,,0.595,0.998,8,0.28,0.8,0.094,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180508,SK,W 9:0,3,RF,1,3,1,1,0,0,1,4,3,0,0,1,0,0,2,0,0,0,0.371,,0.609,1.016,17,0.65,1.8,0.17,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180509,SK,L 5:6,3,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.374,,0.613,1.021,17,0.45,0.41,0.0,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180510,SK,L 2:6,3,RF,1,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.377,,0.61,1.021,8,0.54,-0.03,0.001,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180511,@한화,W 4:2,3,RF,1,4,1,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0.38,,0.613,1.03,21,1.13,1.72,0.18100000000000002,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180513,@한화,L 0:4,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.371,,0.599,1.006,14,0.4,-0.74,-0.04,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180518,@KT,W 6:1,3,RF,1,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.354,,0.5670000000000001,0.96,24,0.32,0.34,0.02,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180519,@KT,L 2:3,3,RF,1,4,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.35200000000000004,,0.56,0.95,12,1.75,-0.96,-0.115,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180520,@KT,L 3:18,4,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.349,,0.5539999999999999,0.941,9,0.48,-0.29,-0.017,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180522,@LG,L 1:6,4,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.34700000000000003,,0.547,0.932,14,1.1,-0.4,-0.067,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180523,@LG,L 2:12,3,RF,1,4,1,1,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0.345,,0.552,0.9329999999999999,13,0.48,0.65,0.11599999999999999,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180524,@LG,L 0:4,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.33799999999999997,,0.54,0.915,14,0.54,-1.01,-0.055999999999999994,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180525,KIA,L 2:14,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.33299999999999996,,0.532,0.9009999999999999,14,0.38,-0.46,-0.028999999999999998,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180526,KIA,W 5:0,3,RF,1,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.33,,0.524,0.89,24,0.87,-1.02,-0.07,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180529,@한화,L 2:7,3,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.325,,0.514,0.88,15,1.01,-0.81,-0.07400000000000001,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180530,@한화,L 4:10,4,RF,1,4,1,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0.32899999999999996,,0.528,0.8959999999999999,9,0.47,0.86,0.032,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180531,@한화,W 5:4,4,RF,1,4,1,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0.332,,0.527,0.897,15,1.04,1.03,0.111,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180601,삼성,L 3:5,3,RF,1,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.33,,0.527,0.895,12,0.64,-0.06,-0.027000000000000003,2018,62947,외,28,43000만원,0.0,2.0,0.0,1.0
나성범,NC,20180602,삼성,L 4:6,4,RF,1,5,3,3,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.336,,0.541,0.914,31,1.6,0.95,0.114,2018,62947,외,28,43000만원,0.0,2.0,0.0,0.0
나성범,NC,20180603,삼성,L 7:8,4,RF,1,4,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.335,,0.536,0.91,18,1.7,0.37,0.055,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180606,롯데,L 5:10,3,RF,1,4,1,2,1,0,0,3,1,2,0,1,0,0,1,0,0,0,0.33299999999999996,,0.5329999999999999,0.909,22,0.38,1.31,0.077,2018,62947,외,28,43000만원,0.0,1.0,1.0,0.0
나성범,NC,20180607,롯데,W 5:4,3,RF,1,4,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.336,,0.545,0.9229999999999999,15,1.15,1.02,0.284,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180608,@두산,L 1:6,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.332,,0.5379999999999999,0.914,14,1.7,-0.47,-0.102,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180609,@두산,L 0:3,3,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.331,,0.534,0.9079999999999999,9,1.62,-0.85,-0.08199999999999999,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180610,@두산,L 3:6,3,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.33299999999999996,,0.537,0.9129999999999999,17,1.41,0.66,0.115,2018,62947,외,28,43000만원,0.0,2.0,1.0,0.0
나성범,NC,20180612,LG,W 8:4,3,RF,1,4,2,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0.332,,0.5329999999999999,0.909,12,0.53,0.93,0.11199999999999999,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180613,LG,W 6:3,3,RF,1,3,1,1,0,0,1,4,4,0,0,0,0,0,1,0,0,1,0.332,,0.542,0.917,26,0.99,1.95,0.215,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180614,LG,W 11:7,3,RF,1,5,2,3,0,0,1,6,3,0,0,0,0,0,1,0,0,0,0.337,,0.5539999999999999,0.9329999999999999,11,0.39,2.13,0.157,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180615,KT,W 5:4,3,RF,1,4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.33899999999999997,,0.5539999999999999,0.934,15,1.17,-0.15,-0.006999999999999999,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180616,KT,W 5:1,3,RF,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.335,,0.545,0.92,15,1.41,-1.32,-0.121,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180617,KT,L 4:5,3,RF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.335,,0.5429999999999999,0.92,18,1.74,0.75,0.121,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180620,@KIA,L 5:6,3,RF,1,5,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.336,,0.541,0.9179999999999999,13,1.0,0.83,0.146,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180621,@KIA,W 7:4,3,RF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.33399999999999996,,0.537,0.912,10,0.7,0.33,0.033,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180622,한화,L 0:5,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.33,,0.529,0.9,13,0.79,-0.81,-0.08,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180624,한화,L 3:5,3,RF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.32299999999999995,,0.519,0.8859999999999999,32,0.66,0.05,0.013000000000000001,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180626,두산,W 5:4,3,RF,1,4,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0.326,,0.522,0.8909999999999999,11,2.09,1.54,0.26899999999999996,2018,62947,외,28,43000만원,0.0,1.0,1.0,0.0
나성범,NC,20180627,두산,L 3:6,3,RF,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.321,,0.515,0.879,16,1.25,-0.64,-0.069,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180628,두산,L 0:9,3,RF,1,4,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.324,,0.518,0.884,12,0.14,0.33,0.013000000000000001,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180629,@KT,L 3:7,3,RF,1,3,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0.324,,0.516,0.884,26,1.28,0.81,0.071,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180630,@KT,L 0:1,3,RF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.322,,0.513,0.879,5,0.92,-0.69,-0.073,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180703,@LG,W 13:6,3,RF,1,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.322,,0.509,0.875,29,0.65,-0.97,-0.10099999999999999,2018,62947,외,28,43000만원,0.0,1.0,1.0,0.0
나성범,NC,20180704,@LG,L 3:13,3,RF,1,4,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.321,,0.509,0.873,9,0.27,0.15,-0.016,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180705,@LG,W 5:3,3,RF,1,5,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.322,,0.511,0.875,22,1.04,0.03,-0.064,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180706,@넥센,L 2:6,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.319,,0.506,0.8690000000000001,19,0.69,-0.99,-0.069,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180707,@넥센,L 4:6,3,RF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.318,,0.501,0.862,23,1.94,-1.51,-0.203,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180708,@넥센,W 2:1,3,RF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.316,,0.49700000000000005,0.856,21,1.5,-1.0,-0.127,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180710,KIA,W 8:6,3,RF,1,3,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0.316,,0.496,0.856,6,1.24,1.21,0.138,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180711,KIA,W 5:1,3,RF,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0.314,,0.493,0.852,16,0.99,-0.88,0.004,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180712,KIA,W 4:3,3,RF,1,3,2,2,0,0,1,5,2,0,0,0,1,0,0,0,0,0,0.317,,0.503,0.866,10,0.83,2.0,0.22899999999999998,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180717,@SK,L 4:10,3,RF,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.314,,0.499,0.862,21,0.76,-0.37,-0.085,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180718,@SK,W 4:3,3,RF,1,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.314,,0.496,0.858,14,1.04,-1.32,-0.11800000000000001,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180719,@SK,L 0:3,3,RF,1,4,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0.316,,0.496,0.86,25,1.36,0.38,0.051,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180720,넥센,W 10:8,3,RF,1,5,3,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.317,,0.49700000000000005,0.862,28,1.68,-0.05,0.106,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180721,넥센,L 3:6,3,RF,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.317,,0.499,0.863,7,0.79,-0.7,-0.06,2018,62947,외,28,43000만원,0.0,1.0,0.0,1.0
나성범,NC,20180722,넥센,L 3:6,3,RF,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.319,,0.5,0.866,3,0.42,0.13,0.013000000000000001,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180724,@롯데,W 3:2,3,RF,1,4,2,4,3,0,0,7,0,1,0,2,0,1,0,0,0,0,0.326,,0.513,0.888,19,2.01,3.27,0.524,2018,62947,외,28,43000만원,0.0,1.0,1.0,0.0
나성범,NC,20180725,@롯데,W 9:6,3,RF,1,5,1,3,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0.33,,0.517,0.895,10,0.59,1.99,0.153,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180726,@롯데,L 1:13,3,DH,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.33,,0.516,0.895,14,0.5,0.12,0.043,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180727,SK,W 1:0,3,RF,1,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.32899999999999996,,0.513,0.8909999999999999,7,1.44,-0.29,-0.035,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180728,SK,L 3:7,3,RF,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.32799999999999996,,0.512,0.894,24,0.51,0.62,0.055,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180729,SK,W 4:3,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.325,,0.506,0.885,13,1.04,-1.29,-0.113,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180731,@삼성,D 4:4,3,RF,1,4,2,2,0,0,0,2,0,3,0,2,0,0,2,0,0,0,0.327,,0.506,0.889,26,2.02,1.91,0.314,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180801,@삼성,W 9:5,3,DH,1,4,2,2,0,1,1,7,2,0,0,1,0,0,0,0,0,0,0.32799999999999996,,0.519,0.904,21,0.57,2.03,0.165,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180802,@삼성,L 2:3,3,RF,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.324,,0.512,0.894,16,1.17,-1.47,-0.16,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180804,@한화,W 7:5,3,RF,1,3,3,2,0,0,2,8,3,0,0,1,0,0,1,0,0,0,0.327,,0.528,0.9129999999999999,16,0.72,3.39,0.243,2018,62947,외,28,43000만원,0.0,2.0,0.0,1.0
나성범,NC,20180805,@한화,W 10:8,3,RF,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32299999999999995,,0.522,0.902,25,1.23,-0.21,-0.049,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180807,KT,L 10:12,3,RF,1,4,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0.322,,0.522,0.902,16,0.46,0.1,0.017,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180808,KT,W 7:3,3,RF,1,4,0,3,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0.326,,0.526,0.9109999999999999,16,0.48,1.87,0.013999999999999999,2018,62947,외,28,43000만원,0.0,0.0,1.0,0.0
나성범,NC,20180809,SK,W 6:3,3,RF,1,4,1,1,0,0,1,4,1,0,0,1,0,1,2,0,0,0,0.325,,0.531,0.9159999999999999,16,0.82,0.13,0.016,2018,62947,외,28,43000만원,0.0,1.0,0.0,0.0
나성범,NC,20180810,SK,L 8:12,3,RF,1,4,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.325,,0.528,0.9129999999999999,24,1.05,0.26,0.025,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180811,@삼성,W 7:1,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.32299999999999995,,0.524,0.9079999999999999,15,0.37,-0.55,-0.045,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180814,@KT,L 0:10,3,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.322,,0.521,0.905,14,0.58,-0.53,-0.057999999999999996,2018,62947,외,28,43000만원,0.0,0.0,0.0,0.0
나성범,NC,20180815,@KT,W 13:9,3,RF,1,4,2,3,0,1,1,8,4,0,0,1,0,0,0,0,0,0,0.326,,0.534,0.922,16,0.67,3.14,0.183,2018,62947,외,28,43000만원,0.0,1.0,1.0,0.0
