,tb,rbi,sb,sh,sf,ibb,WPA,avg,obp,slg,ops,power_barrel,contact_barrel,clutch_barrel,xh,babib,pitch/pa,cq,b/k,IsoP,IsoD,hr%,kk%,bb%,xh/h,ueqr,wOBA,obp_label,slg_label,ops_label,ops_mean,avg_mean,obp_mean,slg_mean,power_barrel_mean,contact_barrel_mean,clutch_barrel_mean
31,0.302,0.116,0.023,0.023,0.0,0.0,0.013,0.316,0.395,0.342,0.7370000000000001,0.047,0.0,0.0,0.023,0.462,4.23,0.381,0.417,0.026000000000000023,0.07900000000000001,0.0,0.279,0.116,0.083,0.778,0.343,0.36666666666666664,0.4230769230769231,0.7897435897435897,0.7336923076923078,0.2782307692307693,0.35669230769230764,0.377,0.049999999999999996,0.053153846153846156,0.0
32,0.477,0.216,0.009,0.009,0.027,0.0,0.001,0.343,0.351,0.505,0.856,0.099,0.108,0.018,0.099,0.375,3.22,0.385,0.176,0.16199999999999998,0.007999999999999952,0.027,0.153,0.027,0.306,0.876,0.364,0.3157894736842105,0.47058823529411764,0.7863777089783281,0.8018124999999998,0.3375625,0.3614375,0.44037499999999996,0.07693749999999999,0.10824999999999999,0.010374999999999999
33,0.318,0.114,0.023,0.045,0.0,0.0,-0.002,0.233,0.283,0.326,0.609,0.0,0.205,0.0,0.091,0.256,4.14,0.236,0.25,0.093,0.04999999999999996,0.0,0.091,0.023,0.4,0.653,0.286,0.2857142857142857,0.21052631578947367,0.49624060150375937,0.5069999999999999,0.20429999999999998,0.26789999999999997,0.23909999999999995,0.0,0.16099999999999998,0.0
34,0.315,0.045,0.011,0.011,0.022,0.011,-0.0,0.266,0.326,0.354,0.6799999999999999,0.034,0.09,0.011,0.056,0.294,3.83,0.282,0.667,0.08799999999999997,0.06,0.011,0.135,0.09,0.238,0.707,0.308,0.4883720930232558,0.6153846153846154,1.1037567084078712,0.9338684210526318,0.35697368421052644,0.41336842105263166,0.5204999999999999,0.05823684210526316,0.1403947368421053,0.002947368421052632
35,0.473,0.14,0.043,0.0,0.0,0.0,0.006,0.247,0.28,0.494,0.774,0.086,0.075,0.054,0.108,0.242,3.52,0.336,0.235,0.247,0.03300000000000003,0.065,0.183,0.043,0.455,0.796,0.326,0.32,0.782608695652174,1.102608695652174,0.8628636363636364,0.28295454545454546,0.3175909090909091,0.5452727272727274,0.08081818181818183,0.06418181818181819,0.013681818181818182
36,0.462,0.103,0.026,0.0,0.0,0.0,0.003,0.368,0.385,0.474,0.859,0.0,0.231,0.0,0.051,0.406,3.62,0.376,0.2,0.10599999999999998,0.017000000000000015,0.026,0.128,0.026,0.143,0.854,0.377,0.20833333333333334,0.21739130434782608,0.4257246376811594,0.697875,0.28700000000000003,0.34187500000000004,0.356,0.02025,0.11862500000000001,0.0
37,0.517,0.19,0.009,0.0,0.009,0.0,0.009,0.343,0.436,0.606,1.042,0.095,0.06,0.043,0.103,0.391,4.12,0.467,0.667,0.26299999999999996,0.09299999999999997,0.06,0.207,0.138,0.353,1.034,0.448,0.23809523809523808,0.5,0.7380952380952381,0.8702558139534882,0.27251162790697664,0.37476744186046507,0.4954883720930234,0.09395348837209304,0.06388372093023253,0.03634883720930233
38,0.473,0.143,0.011,0.011,0.011,0.011,-0.001,0.333,0.352,0.494,0.846,0.044,0.121,0.011,0.088,0.361,3.87,0.37,0.231,0.16099999999999998,0.01899999999999996,0.033,0.143,0.033,0.276,0.846,0.368,0.46,0.5238095238095238,0.9838095238095239,0.8422368421052632,0.29031578947368425,0.3727631578947369,0.46947368421052643,0.07126315789473686,0.09610526315789474,0.01713157894736843
39,0.718,0.239,0.0,0.0,0.014,0.0,0.009,0.391,0.444,0.797,1.241,0.141,0.113,0.028,0.169,0.391,3.89,0.535,0.5,0.406,0.05299999999999999,0.099,0.169,0.085,0.48,1.215,0.516,0.3888888888888889,0.26666666666666666,0.6555555555555556,0.9545499999999999,0.318525,0.3815749999999999,0.572975,0.09802500000000004,0.091425,0.012400000000000005
40,0.333,0.024,0.071,0.0,0.0,0.0,-0.001,0.325,0.357,0.35,0.707,0.024,0.143,0.0,0.024,0.419,4.0,0.345,0.222,0.024999999999999967,0.03199999999999997,0.0,0.214,0.048,0.077,0.767,0.321,0.40625,0.5714285714285714,0.9776785714285714,0.627825,0.2532000000000001,0.30215000000000003,0.32567499999999994,0.03774999999999999,0.10517499999999999,0.0036
41,0.562,0.208,0.01,0.0,0.0,0.01,0.012,0.337,0.424,0.628,1.052,0.083,0.073,0.0,0.135,0.377,4.2,0.458,0.526,0.291,0.08699999999999997,0.062,0.198,0.104,0.448,1.035,0.466,0.4864864864864865,0.78125,1.2677364864864864,0.8973333333333335,0.30047222222222225,0.38302777777777774,0.5143055555555555,0.0612777777777778,0.10586111111111113,0.0012222222222222222
42,0.407,0.081,0.012,0.0,0.0,0.0,0.002,0.346,0.42,0.449,0.869,0.093,0.116,0.023,0.07,0.406,3.87,0.369,0.615,0.10300000000000004,0.07400000000000001,0.012,0.151,0.093,0.222,0.863,0.399,0.4,0.5333333333333333,0.9333333333333333,0.762675,0.2683750000000001,0.3389,0.4237749999999999,0.09752500000000001,0.097625,0.030725000000000002
43,0.45,0.162,0.009,0.0,0.0,0.0,0.009,0.28,0.368,0.5,0.868,0.09,0.117,0.018,0.108,0.319,4.22,0.377,0.478,0.21999999999999997,0.08799999999999997,0.045,0.207,0.099,0.429,0.874,0.387,0.2926829268292683,0.3611111111111111,0.6537940379403794,0.809,0.2688333333333333,0.3498333333333334,0.4591666666666667,0.09549999999999999,0.08866666666666667,0.01916666666666667
44,0.459,0.149,0.0,0.0,0.0,0.0,0.01,0.328,0.473,0.586,1.059,0.122,0.095,0.027,0.122,0.381,4.72,0.438,1.231,0.25799999999999995,0.14499999999999996,0.041,0.176,0.216,0.474,1.041,0.457,0.5454545454545454,0.9,1.4454545454545453,1.1435,0.35450000000000004,0.4815,0.6619999999999999,0.11,0.1065,0.033
45,0.646,0.265,0.018,0.0,0.0,0.0,0.005,0.402,0.439,0.682,1.121,0.097,0.204,0.035,0.168,0.437,3.82,0.472,0.4,0.28,0.03699999999999998,0.044,0.133,0.053,0.442,1.116,0.479,0.3103448275862069,0.5,0.8103448275862069,0.8113823529411763,0.30488235294117644,0.36147058823529415,0.4499117647058823,0.10102941176470588,0.09485294117647061,0.03552941176470588
46,0.465,0.14,0.058,0.0,0.0,0.0,0.003,0.313,0.337,0.482,0.819,0.058,0.081,0.012,0.105,0.421,3.73,0.424,0.125,0.16899999999999998,0.02400000000000002,0.023,0.279,0.035,0.346,0.857,0.353,0.11764705882352941,0.25,0.36764705882352944,0.7373999999999998,0.29825,0.33444999999999997,0.40295,0.03305000000000001,0.09435000000000002,0.008900000000000002
47,0.496,0.186,0.0,0.0,0.018,0.0,0.008,0.28,0.357,0.56,0.917,0.106,0.053,0.044,0.124,0.328,4.01,0.446,0.355,0.28,0.07699999999999996,0.062,0.274,0.097,0.5,0.909,0.392,0.2982456140350877,0.4716981132075472,0.7699437272426348,0.7953076923076924,0.2561538461538462,0.3240769230769231,0.4712307692307692,0.09007692307692304,0.06799999999999999,0.03492307692307692
48,0.375,0.125,0.0,0.036,0.018,0.0,-0.01,0.283,0.304,0.396,0.7,0.054,0.089,0.0,0.071,0.292,3.79,0.288,0.4,0.11300000000000004,0.02100000000000002,0.018,0.089,0.036,0.267,0.724,0.304,0.18181818181818182,0.5,0.6818181818181819,0.7738571428571428,0.29785714285714293,0.31742857142857145,0.4564285714285714,0.05857142857142857,0.08471428571428571,0.007714285714285715
49,0.333,0.102,0.019,0.0,0.0,0.0,0.007,0.265,0.318,0.353,0.671,0.065,0.13,0.009,0.056,0.313,3.6,0.289,0.333,0.08799999999999997,0.05299999999999999,0.009,0.167,0.056,0.222,0.696,0.307,0.41025641025641024,0.42857142857142855,0.8388278388278387,0.8273589743589742,0.309102564102564,0.3735641025641025,0.453794871794872,0.10787179487179487,0.11312820512820518,0.026948717948717952
50,0.682,0.227,0.0,0.0,0.0,0.023,0.02,0.4,0.553,0.857,1.4100000000000001,0.136,0.114,0.091,0.136,0.36,4.48,0.533,1.8,0.45699999999999996,0.15300000000000002,0.114,0.114,0.205,0.429,1.281,0.626,0.46153846153846156,0.6666666666666666,1.1282051282051282,0.9273437499999999,0.27171875,0.38203124999999993,0.5453125000000001,0.1415625,0.05693749999999999,0.06090624999999999
51,0.618,0.206,0.0,0.0,0.039,0.0,0.014,0.368,0.427,0.724,1.151,0.098,0.108,0.029,0.176,0.4,4.29,0.521,0.55,0.356,0.059,0.059,0.196,0.108,0.562,1.136,0.472,0.45714285714285713,0.8571428571428571,1.3142857142857143,1.074125,0.3149166666666667,0.412125,0.662,0.10012499999999998,0.08308333333333334,0.03508333333333334
52,0.333,0.138,0.034,0.011,0.034,0.0,0.003,0.26,0.326,0.377,0.7030000000000001,0.023,0.103,0.0,0.092,0.27,3.77,0.263,1.167,0.11699999999999999,0.066,0.0,0.069,0.08,0.4,0.755,0.317,0.42857142857142855,0.6216216216216216,1.05019305019305,0.7552619047619048,0.30997619047619057,0.34800000000000003,0.40726190476190477,0.04614285714285714,0.13359523809523807,0.0033333333333333335
53,0.647,0.275,0.0,0.0,0.029,0.02,0.017,0.398,0.477,0.75,1.2269999999999999,0.157,0.098,0.059,0.127,0.371,4.06,0.491,0.917,0.352,0.07899999999999996,0.088,0.118,0.108,0.371,1.187,0.54,0.48484848484848486,0.7407407407407407,1.2255892255892256,0.8831707317073173,0.309219512195122,0.3819024390243902,0.5012682926829269,0.09860975609756098,0.11765853658536585,0.019292682926829275
54,0.455,0.172,0.0,0.0,0.02,0.0,0.013,0.271,0.366,0.529,0.895,0.131,0.061,0.051,0.121,0.321,3.99,0.424,0.462,0.258,0.09499999999999997,0.051,0.263,0.121,0.522,0.901,0.389,0.4473684210526316,0.7272727272727273,1.174641148325359,0.849292682926829,0.2894146341463414,0.3730243902439024,0.47626829268292686,0.1437560975609756,0.07902439024390245,0.06336585365853659
55,0.469,0.198,0.037,0.012,0.012,0.0,0.004,0.304,0.402,0.551,0.9530000000000001,0.074,0.086,0.0,0.099,0.298,3.85,0.365,1.222,0.24700000000000005,0.09800000000000003,0.049,0.111,0.136,0.381,0.971,0.413,0.3125,0.2857142857142857,0.5982142857142857,0.7337826086956523,0.27582608695652183,0.35908695652173916,0.37469565217391315,0.014043478260869569,0.10565217391304346,0.0
56,0.458,0.153,0.068,0.017,0.0,0.0,0.007,0.444,0.5,0.5,1.0,0.0,0.119,0.0,0.034,0.558,4.56,0.467,0.455,0.055999999999999994,0.055999999999999994,0.0,0.186,0.085,0.083,1.0,0.457,0.3333333333333333,0.3076923076923077,0.641025641025641,0.8170909090909092,0.3423636363636363,0.4138181818181818,0.4032727272727273,0.02036363636363636,0.08872727272727271,0.0
57,0.495,0.124,0.01,0.0,0.0,0.021,0.011,0.321,0.45,0.593,1.043,0.113,0.031,0.01,0.124,0.356,4.14,0.428,0.941,0.27199999999999996,0.129,0.052,0.175,0.165,0.462,1.02,0.472,0.2926829268292683,0.17647058823529413,0.4691535150645624,0.7863170731707319,0.2580975609756097,0.3417804878048781,0.4445365853658537,0.0891219512195122,0.06129268292682927,0.00887804878048781
58,0.341,0.205,0.0,0.023,0.023,0.0,-0.01,0.35,0.4,0.375,0.775,0.0,0.182,0.0,0.023,0.424,3.98,0.359,0.375,0.025000000000000022,0.050000000000000044,0.0,0.182,0.068,0.071,0.804,0.36,0.26666666666666666,0.2857142857142857,0.5523809523809524,0.6799999999999999,0.3,0.3365,0.3435,0.015,0.182,0.0
59,0.394,0.121,0.0,0.0,0.0,0.0,-0.0,0.281,0.324,0.406,0.73,0.061,0.182,0.0,0.091,0.333,3.73,0.311,0.2,0.125,0.04299999999999998,0.0,0.152,0.03,0.333,0.735,0.331,0.5714285714285714,1.5,2.071428571428571,0.7525,0.30300000000000005,0.362,0.3905,0.0525,0.1575,0.0
60,0.356,0.089,0.067,0.0,0.0,0.022,-0.001,0.256,0.356,0.41,0.766,0.044,0.089,0.044,0.044,0.333,3.98,0.377,0.462,0.15399999999999997,0.09999999999999998,0.044,0.289,0.133,0.2,0.796,0.35,0.4186046511627907,0.525,0.9436046511627907,0.7382777777777777,0.3149166666666667,0.3355555555555556,0.4027222222222224,0.050305555555555555,0.09527777777777778,0.003888888888888889
61,0.612,0.223,0.01,0.0,0.01,0.0,0.002,0.311,0.394,0.7,1.0939999999999999,0.117,0.078,0.068,0.146,0.295,3.97,0.47,0.6,0.38899999999999996,0.08300000000000002,0.097,0.194,0.117,0.536,1.066,0.454,0.3333333333333333,0.6470588235294118,0.9803921568627452,0.9517631578947369,0.2915263157894737,0.3736842105263158,0.578078947368421,0.09728947368421055,0.07800000000000003,0.03763157894736841
62,0.191,0.085,0.0,0.0,0.043,0.0,-0.009,0.159,0.188,0.205,0.393,0.064,0.064,0.0,0.043,0.212,3.98,0.2,0.077,0.045999999999999985,0.028999999999999998,0.0,0.277,0.021,0.286,0.438,0.18,0.3684210526315789,0.375,0.743421052631579,0.393,0.159,0.188,0.205,0.064,0.064,0.0
63,0.419,0.128,0.035,0.0,0.0,0.012,0.004,0.295,0.368,0.462,0.8300000000000001,0.058,0.081,0.012,0.081,0.357,4.22,0.378,0.421,0.16700000000000004,0.07300000000000001,0.035,0.221,0.093,0.304,0.85,0.373,0.40625,0.7142857142857143,1.1205357142857144,0.8464166666666667,0.2750000000000001,0.3589583333333333,0.4874583333333334,0.1039166666666667,0.056458333333333326,0.03812500000000001
64,0.367,0.028,0.046,0.009,0.009,0.0,0.004,0.372,0.455,0.426,0.881,0.018,0.147,0.0,0.037,0.422,3.99,0.36,1.167,0.05399999999999999,0.08300000000000002,0.0,0.11,0.128,0.114,0.899,0.404,0.2903225806451613,0.15384615384615385,0.44416873449131516,0.7699310344827585,0.30375862068965515,0.4107931034482758,0.3591379310344827,0.004206896551724137,0.15300000000000005,0.0
65,0.337,0.093,0.012,0.0,0.0,0.0,0.007,0.287,0.337,0.362,0.6990000000000001,0.07,0.128,0.0,0.047,0.361,3.95,0.326,0.333,0.07500000000000001,0.050000000000000044,0.012,0.209,0.07,0.174,0.71,0.315,0.4166666666666667,0.4838709677419355,0.9005376344086022,0.8360714285714286,0.31435714285714284,0.3694285714285715,0.46664285714285725,0.09314285714285712,0.13228571428571428,0.027785714285714285
66,0.421,0.151,0.008,0.0,0.024,0.0,0.003,0.293,0.331,0.457,0.788,0.079,0.095,0.024,0.095,0.348,4.1,0.37,0.259,0.16400000000000003,0.038000000000000034,0.024,0.214,0.056,0.353,0.802,0.341,0.3695652173913043,0.43902439024390244,0.8085896076352068,0.7073571428571429,0.27278571428571435,0.3092857142857143,0.3980714285714285,0.08299999999999999,0.10157142857142856,0.009642857142857144
