name,Team,DATE,vs,result,bat_order,position,start_member,ab,score,hit,2_hit,3_hit,homerun,tb,rbi,sb,cs,bb,hpp,ibb,so,gdp,sh,sf,avg,obp,slg,ops,pitch,avLI,RE24,WPA,GYEAR,PCODE,POSITION,AGE_VA,MONEY,G_ID,power_barrel,contact_barrel,clutch_barrel
강백호,kt,20210425,롯데,W 6:5,3,1B,1,4,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,1,0.4,,0.547,0.995,24,2.05,0.0,0.051,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210427,@SSG,D :,3,1B,1,5,0,2,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0.4,,0.55,1.002,23,0.27,0.83,0.040999999999999995,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210428,@SSG,D :,3,1B,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.405,,0.5479999999999999,1.001,16,0.79,0.31,0.061,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210429,@SSG,D :,3,1B,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.39299999999999996,,0.528,0.9690000000000001,18,0.87,-1.59,-0.075,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210430,KIA,W 15:3,3,1B,1,2,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0.40700000000000003,,0.5379999999999999,1.001,17,0.91,2.33,0.11800000000000001,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210501,KIA,W 3:0,3,1B,1,3,0,2,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0.415,,0.5429999999999999,1.015,18,1.07,2.13,0.23,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210502,KIA,W 9:2,3,1B,1,4,1,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0.418,,0.551,1.025,15,0.79,1.16,-0.015,2021,68050,내,21,31000만원,0.0,2.0,1.0,0.0
강백호,kt,20210505,@키움,L 0:14,3,1B,1,2,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.42,,0.56,1.034,8,0.23,0.05,0.02,2021,68050,내,21,31000만원,0.0,1.0,0.0,0.0
강백호,kt,20210506,@키움,L 4:6,3,1B,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.40399999999999997,,0.5379999999999999,1.001,21,1.19,-0.78,-0.065,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210508,NC,L 4:5,3,1B,1,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.402,,0.5329999999999999,1.001,22,1.54,0.48,0.013000000000000001,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210509,NC,L 11:16,3,1B,1,3,1,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0.4,,0.555,1.02,14,0.8,1.22,0.094,2021,68050,내,21,31000만원,1.0,1.0,0.0,1.0
강백호,kt,20210509,NC,W 9:5,3,1B,1,4,2,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0.395,,0.5529999999999999,1.015,22,0.68,1.57,0.111,2021,68050,내,21,31000만원,2.0,1.0,0.0,0.0
강백호,kt,20210511,삼성,W 9:6,3,1B,1,5,1,3,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0.40299999999999997,,0.555,1.022,21,1.22,1.27,0.07200000000000001,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210512,삼성,L 5:7,3,1B,1,5,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.40299999999999997,,0.573,1.038,22,1.22,0.5,-0.03,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210513,삼성,L 0:4,3,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.39399999999999996,,0.5589999999999999,1.0190000000000001,17,1.88,-0.49,-0.085,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210514,@롯데,W 9:1,3,1B,1,5,1,2,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0.39399999999999996,,0.561,1.022,27,0.52,1.74,0.114,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210515,@롯데,W 5:4,3,1B,1,5,1,3,0,0,1,6,2,0,0,0,0,0,2,0,0,0,0.401,,0.584,1.0490000000000002,22,0.93,1.84,0.33,2021,68050,내,21,31000만원,0.0,1.0,0.0,0.0
강백호,kt,20210518,두산,W 1:0,3,1B,1,3,0,3,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0.414,,0.593,1.071,20,1.23,1.22,0.11199999999999999,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210519,두산,W 6:5,3,RF,1,4,0,2,0,0,0,2,4,0,1,0,0,0,2,0,0,0,0.41700000000000004,,0.59,1.069,27,1.66,1.39,0.191,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210521,@한화,L 0:4,3,1B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.415,,0.585,1.065,22,0.66,0.44,0.06,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210522,@한화,L 0:5,3,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.40700000000000003,,0.573,1.048,16,0.61,-0.23,-0.053,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210523,@한화,W 8:1,3,1B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.39399999999999996,,0.555,1.016,29,0.44,-2.77,-0.071,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210526,SSG,L 5:9,3,PH,0,3,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0.392,,0.557,1.0190000000000001,13,1.72,-0.03,0.10800000000000001,2021,68050,내,21,31000만원,0.0,1.0,0.0,0.0
강백호,kt,20210527,SSG,W 6:5,3,1B,1,3,2,3,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0.40399999999999997,,0.59,1.0659999999999998,24,1.42,3.2,0.35700000000000004,2021,68050,내,21,31000만원,0.0,2.0,1.0,1.0
강백호,kt,20210528,@KIA,L 6:7,3,1B,1,3,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.409,,0.591,1.0759999999999998,22,1.83,0.99,0.139,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210529,@KIA,W 7:5,3,1B,1,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.40700000000000003,,0.5870000000000001,1.074,27,1.3,0.36,-0.039,2021,68050,내,21,31000만원,0.0,1.0,0.0,0.0
강백호,kt,20210530,@KIA,W 4:3,3,1B,1,3,1,2,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0.41200000000000003,,0.588,1.081,14,0.99,0.78,0.11199999999999999,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210601,@LG,W 8:1,3,1B,1,5,2,3,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0.41700000000000004,,0.589,1.084,22,0.74,1.09,0.135,2021,68050,내,21,31000만원,0.0,0.0,2.0,0.0
강백호,kt,20210602,@LG,L 5:6,3,1B,1,4,1,2,1,0,1,6,2,0,0,0,0,0,1,0,0,0,0.419,,0.609,1.104,15,1.06,1.45,0.141,2021,68050,내,21,31000만원,0.0,2.0,0.0,1.0
강백호,kt,20210604,롯데,L 0:15,3,1B,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.42,,0.608,1.105,10,0.33,0.42,0.038,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210605,롯데,W 8:1,3,1B,1,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.419,,0.602,1.0979999999999999,20,0.77,-0.27,-0.037000000000000005,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210606,롯데,L 7:8,3,1B,1,4,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.41100000000000003,,0.589,1.078,24,0.29,-1.08,-0.017,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210608,@SSG,D :,3,1B,1,4,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0.40700000000000003,,0.5820000000000001,1.069,13,0.81,0.14,0.028999999999999998,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210609,@SSG,D :,3,1B,1,5,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.40700000000000003,,0.583,1.068,24,0.6,0.13,-0.026000000000000002,2021,68050,내,21,31000만원,0.0,0.0,2.0,0.0
강백호,kt,20210611,한화,W 6:5,3,1B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.397,,0.569,1.044,24,1.24,-1.18,-0.121,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210612,한화,W 7:2,3,1B,1,3,2,3,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0.406,,0.575,1.061,22,0.78,2.97,0.23600000000000002,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210613,한화,W 6:3,3,1B,1,4,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.40299999999999997,,0.573,1.055,16,0.52,0.74,0.042,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210616,@NC,W 7:3,3,1B,1,4,1,3,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0.409,,0.581,1.07,22,1.13,1.7,0.14400000000000002,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210617,@NC,L 1:9,3,1B,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.408,,0.578,1.064,20,1.01,-0.09,-0.006999999999999999,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210618,두산,L 3:11,3,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.401,,0.568,1.046,21,0.58,-1.25,-0.06,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210619,두산,L 3:9,3,1B,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,,0.564,1.042,14,0.38,-0.16,0.002,2021,68050,내,21,31000만원,1.0,0.0,0.0,0.0
강백호,kt,20210619,두산,W 4:3,3,DH,1,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0.396,,0.5589999999999999,1.037,15,0.98,-0.02,-0.01,2021,68050,내,21,31000만원,2.0,,,
강백호,kt,20210620,두산,W 4:1,3,1B,1,4,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.39799999999999996,,0.5579999999999999,1.036,17,1.62,0.52,0.105,2021,68050,내,21,31000만원,0.0,0.0,2.0,0.0
강백호,kt,20210622,KIA,W 6:3,3,1B,1,3,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.397,,0.556,1.034,17,0.69,0.93,0.051,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210623,KIA,L 1:2,3,1B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.397,,0.5529999999999999,1.031,18,1.28,-0.09,0.028999999999999998,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210624,KIA,W 6:3,3,1B,1,1,3,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0.395,,0.55,1.035,19,1.8,1.23,0.175,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210625,@한화,W 2:0,3,1B,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.396,,0.55,1.036,14,1.33,-0.15,0.0,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210626,@한화,W 11:2,3,1B,1,3,2,2,0,0,2,8,5,0,0,1,0,0,1,0,0,0,0.39899999999999997,,0.5760000000000001,1.0659999999999998,24,0.68,4.12,0.295,2021,68050,내,21,31000만원,0.0,2.0,0.0,0.0
강백호,kt,20210627,@한화,W 11:1,3,1B,1,1,2,1,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0.402,,0.5820000000000001,1.079,22,0.36,1.76,0.051,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210630,@LG,W 4:3,3,1B,1,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.401,,0.579,1.0759999999999998,23,1.1,0.88,0.091,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210701,@LG,W 6:1,3,1B,1,3,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0.4,,0.5760000000000001,1.074,15,0.51,0.95,0.071,2021,68050,내,21,31000만원,0.0,1.0,1.0,0.0
강백호,kt,20210702,키움,W 4:1,3,1B,1,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.39799999999999996,,0.5710000000000001,1.0659999999999998,15,0.86,0.64,0.111,2021,68050,내,21,31000만원,0.0,0.0,1.0,0.0
강백호,kt,20210704,키움,W 12:3,3,1B,1,4,0,1,1,0,0,2,2,0,0,1,0,0,1,0,0,0,0.395,,0.57,1.063,28,1.02,1.39,-0.026000000000000002,2021,68050,내,21,31000만원,0.0,1.0,0.0,0.0
강백호,kt,20210705,키움,L 5:15,3,1B,1,2,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0.396,,0.573,1.068,14,0.32,0.65,0.027999999999999997,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210708,@삼성,W 3:2,3,1B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.395,,0.57,1.0659999999999998,21,0.76,0.02,0.0,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210709,@KIA,L 4:10,3,1B,1,4,1,3,1,0,1,7,2,0,0,0,0,0,1,0,0,0,0.401,,0.588,1.0859999999999999,23,0.52,2.92,0.07,2021,68050,내,21,31000만원,0.0,1.0,1.0,0.0
강백호,kt,20210711,@KIA,L 0:2,3,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,,0.579,1.072,15,1.36,-1.23,-0.13699999999999998,2021,68050,내,21,31000만원,0.0,0.0,0.0,0.0
강백호,kt,20210810,@키움,L 1:3,3,1B,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.396,,0.578,1.071,16,1.37,0.32,-0.005,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210811,@키움,L 1:4,3,1B,1,3,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.39899999999999997,,0.579,1.0759999999999998,19,0.81,1.01,0.09,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210812,@키움,L 4:6,3,1B,1,2,1,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0.4,,0.5820000000000001,1.084,26,1.24,1.3,0.14400000000000002,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210813,삼성,W 7:6,3,DH,1,3,0,1,1,0,0,2,0,0,0,2,0,1,1,0,0,0,0.39899999999999997,,0.583,1.0859999999999999,22,1.32,1.06,0.095,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210814,삼성,W 8:4,3,1B,1,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.397,,0.578,1.078,16,0.29,0.21,-0.002,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210815,삼성,W 6:4,3,DH,1,4,1,2,2,0,0,4,2,0,0,1,0,0,2,0,0,0,0.39899999999999997,,0.584,1.0859999999999999,28,1.17,1.29,0.326,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210817,LG,D 5:5,3,DH,1,4,0,2,2,0,0,4,2,0,0,1,0,0,0,0,0,0,0.4,,0.59,1.093,22,2.06,1.74,0.09300000000000001,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210818,LG,W 8:1,3,1B,1,5,1,1,0,0,1,4,2,0,0,0,0,0,2,0,0,0,0.397,,0.593,1.092,21,0.4,0.44,0.142,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210819,LG,L 0:1,3,1B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,,0.586,1.079,16,1.21,-0.78,-0.09300000000000001,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210820,@롯데,W 5:4,3,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.38799999999999996,,0.58,1.07,19,0.7,-0.56,-0.037000000000000005,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210822,@롯데,W 3:1,3,1B,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.38299999999999995,,0.5720000000000001,1.0590000000000002,18,0.77,-1.14,-0.07400000000000001,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210823,@롯데,L 2:6,3,1B,1,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.385,,0.5760000000000001,1.065,10,0.34,0.79,0.027999999999999997,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210825,SSG,W 7:1,3,1B,1,4,1,2,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0.387,,0.575,1.065,25,0.66,0.5,0.006999999999999999,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210826,SSG,W 10:5,3,DH,1,5,3,2,0,0,2,8,4,0,0,0,0,0,1,0,0,0,0.387,,0.591,1.08,19,1.08,2.2,0.11800000000000001,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210827,SSG,W 6:4,3,1B,1,4,0,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.38799999999999996,,0.593,1.082,16,1.7,1.69,0.184,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210828,삼성,L 5:6,3,1B,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.385,,0.588,1.072,14,2.24,-1.08,-0.067,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210829,삼성,W 8:3,3,1B,1,5,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.382,,0.585,1.065,24,1.31,-1.2,-0.14400000000000002,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210831,@한화,L 2:5,3,1B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38,,0.5820000000000001,1.06,6,1.48,-0.79,-0.07400000000000001,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210903,@키움,W 11:1,9,PH,0,1,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,2,0.382,,0.586,1.063,11,1.22,0.99,0.040999999999999995,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210904,@LG,W 11:1,3,1B,1,4,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0,1,0.38299999999999995,,0.588,1.064,22,0.29,1.57,-0.02,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210905,@LG,W 11:0,3,1B,1,5,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0.386,,0.591,1.068,16,0.37,1.21,-0.006999999999999999,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210908,KIA,D 5:5,3,1B,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.382,,0.584,1.056,23,1.8,-1.28,-0.18100000000000002,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210909,@삼성,L 7:8,3,1B,1,5,1,2,1,0,1,6,3,0,0,0,0,0,0,0,0,0,0.382,,0.593,1.064,21,1.2,1.53,0.37799999999999995,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210910,@삼성,D 2:2,3,1B,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.379,,0.588,1.057,16,1.61,-0.91,-0.063,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210911,SSG,D 2:2,3,1B,1,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.377,,0.584,1.052,24,1.26,0.53,0.013999999999999999,2021,68050,내,21,31000만원,0.0,,,
강백호,kt,20210912,SSG,W 10:0,3,1B,1,2,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0.375,,0.581,1.0490000000000002,20,0.52,-0.4,-0.008,2021,68050,내,21,31000만원,1.0,,,
강백호,kt,20210912,SSG,W 3:2,3,1B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.374,,0.5770000000000001,1.044,13,0.98,-0.47,-0.011000000000000001,2021,68050,내,21,31000만원,2.0,,,
배정대,kt,20210404,한화,W 3:2,8,CF,1,4,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.5,,0.75,1.25,11,2.04,1.72,0.473,2021,64166,외,26,14000만원,0.0,0.0,1.0,0.0
배정대,kt,20210406,LG,L 2:3,8,CF,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.33299999999999996,,0.5,0.929,19,1.41,-0.32,-0.037000000000000005,2021,64166,외,26,14000만원,0.0,,,
배정대,kt,20210407,LG,W 7:3,8,CF,1,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.3,,0.4,0.764,24,1.26,-0.36,-0.078,2021,64166,외,26,14000만원,0.0,0.0,0.0,0.0
배정대,kt,20210408,LG,L 3:7,7,CF,1,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.28600000000000003,,0.35700000000000004,0.69,16,1.06,-0.35,-0.019,2021,64166,외,26,14000만원,0.0,0.0,1.0,0.0
배정대,kt,20210409,@삼성,L 5:7,6,CF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.235,,0.294,0.5720000000000001,18,1.25,-1.25,-0.094,2021,64166,외,26,14000만원,0.0,0.0,0.0,0.0
배정대,kt,20210410,@삼성,L 6:7,2,CF,1,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.23800000000000002,,0.28600000000000003,0.59,26,1.39,-0.08,-0.065,2021,64166,외,26,14000만원,0.0,0.0,0.0,0.0
배정대,kt,20210411,@삼성,L 2:4,1,CF,1,3,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0.25,,0.292,0.649,27,1.46,-0.1,0.002,2021,64166,외,26,14000만원,0.0,0.0,1.0,0.0
배정대,kt,20210413,@두산,W 8:7,1,CF,1,5,1,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.31,,0.345,0.7390000000000001,21,0.67,0.18,0.042,2021,64166,외,26,14000만원,0.0,0.0,1.0,0.0
