name,Team,day,vs,result,bat_order,position,start_member,ab,score,hit,2_hit,3_hit,homerun,tb,rbi,sb,cs,bb,hpp,ibb,so,gdp,sh,sf,avg,obp,slg,ops,pitch,avLI,RE24,WPA,GYEAR,PCODE,POSITION,AGE_VA,MONEY
나성범,NC,2018-04-12,KT,L 2:7,4,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.297,,0.469,0.807,8,0.63,0.71,0.06,2018,62947,외,28,43000만원
나성범,NC,2018-04-13,@SK,L 2:4,4,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.294,,0.456,0.789,14,1.07,-0.52,-0.03,2018,62947,외,28,43000만원
나성범,NC,2018-04-14,@SK,L 0:7,3,RF,1,3,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.296,,0.451,0.793,14,0.6,0.81,0.019,2018,62947,외,28,43000만원
나성범,NC,2018-04-15,@SK,L 2:3,3,RF,1,5,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.303,,0.447,0.793,19,1.42,-0.36,-0.098,2018,62947,외,28,43000만원
나성범,NC,2018-04-17,@넥센,W 3:2,3,RF,1,5,1,4,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0.333,,0.506,0.878,18,1.63,2.1,0.578,2018,62947,외,28,43000만원
나성범,NC,2018-04-18,@넥센,W 1:0,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.321,,0.488,0.848,8,0.56,-0.35,-0.043,2018,62947,외,28,43000만원
나성범,NC,2018-04-19,@넥센,L 3:6,3,RF,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.322,,0.483,0.848,11,0.64,-0.28,-0.081,2018,62947,외,28,43000만원
나성범,NC,2018-04-20,LG,L 4:9,3,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.33,,0.495,0.866,7,0.3,-0.14,0.03,2018,62947,외,28,43000만원
나성범,NC,2018-04-21,LG,L 3:6,3,RF,1,4,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.337,,0.526,0.903,16,0.91,0.76,0.013,2018,62947,외,28,43000만원
나성범,NC,2018-04-22,LG,L 4:5,3,RF,1,5,1,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0.36,,0.54,0.936,19,1.24,0.11,-0.092,2018,62947,외,28,43000만원
나성범,NC,2018-04-24,@삼성,L 2:7,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.35,,0.524,0.91,14,0.42,-0.56,-0.032,2018,62947,외,28,43000만원
나성범,NC,2018-04-25,@삼성,W 9:2,3,RF,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.343,,0.509,0.886,16,0.79,-0.43,-0.069,2018,62947,외,28,43000만원
나성범,NC,2018-04-26,@삼성,W 5:2,3,RF,1,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.348,,0.509,0.89,21,0.63,0.38,0.068,2018,62947,외,28,43000만원
나성범,NC,2018-04-27,두산,L 2:6,3,RF,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.336,,0.491,0.86,16,1.09,-0.73,-0.078,2018,62947,외,28,43000만원
나성범,NC,2018-04-28,두산,W 5:1,3,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.342,,0.5,0.873,17,0.79,0.59,0.01,2018,62947,외,28,43000만원
나성범,NC,2018-04-29,두산,L 1:7,4,RF,1,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.339,,0.5,0.869,17,0.52,-0.39,0.002,2018,62947,외,28,43000만원
나성범,NC,2018-05-01,넥센,L 4:13,3,RF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.336,,0.492,0.858,8,1.36,-1.68,-0.166,2018,62947,외,28,43000만원
나성범,NC,2018-05-02,넥센,W 13:8,3,RF,1,4,3,3,0,0,1,6,4,0,0,1,0,0,1,0,0,0,0.348,,0.523,0.904,27,1.12,3.39,0.332,2018,62947,외,28,43000만원
나성범,NC,2018-05-03,넥센,L 9:13,3,RF,1,4,3,3,0,0,1,6,2,0,0,1,0,0,1,0,0,0,0.36,,0.551,0.947,18,1.29,2.6,0.194,2018,62947,외,28,43000만원
나성범,NC,2018-05-04,@KIA,W 6:5,3,RF,1,5,2,2,1,0,1,6,1,0,0,0,0,0,3,0,0,0,0.362,,0.574,0.97,17,1.37,0.2,-0.005,2018,62947,외,28,43000만원
나성범,NC,2018-05-05,@KIA,L 4:12,4,RF,1,3,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.368,,0.576,0.978,16,0.76,0.78,0.025,2018,62947,외,28,43000만원
나성범,NC,2018-05-06,@KIA,L 3:11,3,RF,1,4,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.372,,0.595,0.998,8,0.28,0.8,0.094,2018,62947,외,28,43000만원
나성범,NC,2018-05-08,SK,W 9:0,3,RF,1,3,1,1,0,0,1,4,3,0,0,1,0,0,2,0,0,0,0.371,,0.609,1.016,17,0.65,1.8,0.17,2018,62947,외,28,43000만원
나성범,NC,2018-05-09,SK,L 5:6,3,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.374,,0.613,1.021,17,0.45,0.41,0,2018,62947,외,28,43000만원
나성범,NC,2018-05-10,SK,L 2:6,3,RF,1,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.377,,0.61,1.021,8,0.54,-0.03,0.001,2018,62947,외,28,43000만원
나성범,NC,2018-05-11,@한화,W 4:2,3,RF,1,4,1,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0.38,,0.613,1.03,21,1.13,1.72,0.181,2018,62947,외,28,43000만원
나성범,NC,2018-05-13,@한화,L 0:4,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.371,,0.599,1.006,14,0.4,-0.74,-0.04,2018,62947,외,28,43000만원
나성범,NC,2018-05-15,롯데,L 3:5,3,RF,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.363,,0.585,0.986,18,0.97,-0.94,-0.097,2018,62947,외,28,43000만원
나성범,NC,2018-05-17,롯데,L 0:7,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.354,,0.571,0.964,20,0.71,-1.04,-0.074,2018,62947,외,28,43000만원
나성범,NC,2018-05-18,@KT,W 6:1,3,RF,1,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.354,,0.567,0.96,24,0.32,0.34,0.02,2018,62947,외,28,43000만원
나성범,NC,2018-05-19,@KT,L 2:3,3,RF,1,4,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.352,,0.56,0.95,12,1.75,-0.96,-0.115,2018,62947,외,28,43000만원
나성범,NC,2018-05-20,@KT,L 3:18,4,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.349,,0.554,0.941,9,0.48,-0.29,-0.017,2018,62947,외,28,43000만원
나성범,NC,2018-05-22,@LG,L 1:6,4,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.347,,0.547,0.932,14,1.1,-0.4,-0.067,2018,62947,외,28,43000만원
나성범,NC,2018-05-23,@LG,L 2:12,3,RF,1,4,1,1,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0.345,,0.552,0.933,13,0.48,0.65,0.116,2018,62947,외,28,43000만원
나성범,NC,2018-05-24,@LG,L 0:4,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.338,,0.54,0.915,14,0.54,-1.01,-0.056,2018,62947,외,28,43000만원
나성범,NC,2018-05-25,KIA,L 2:14,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.333,,0.532,0.901,14,0.38,-0.46,-0.029,2018,62947,외,28,43000만원
나성범,NC,2018-05-26,KIA,W 5:0,3,RF,1,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.33,,0.524,0.89,24,0.87,-1.02,-0.07,2018,62947,외,28,43000만원
나성범,NC,2018-05-27,KIA,L 1:12,3,RF,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.327,,0.519,0.887,18,0.27,0.12,0.009,2018,62947,외,28,43000만원
나성범,NC,2018-05-29,@한화,L 2:7,3,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.325,,0.514,0.88,15,1.01,-0.81,-0.074,2018,62947,외,28,43000만원
나성범,NC,2018-05-30,@한화,L 4:10,4,RF,1,4,1,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0.329,,0.528,0.896,9,0.47,0.86,0.032,2018,62947,외,28,43000만원
나성범,NC,2018-05-31,@한화,W 5:4,4,RF,1,4,1,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0.332,,0.527,0.897,15,1.04,1.03,0.111,2018,62947,외,28,43000만원
나성범,NC,2018-06-01,삼성,L 3:5,3,RF,1,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.33,,0.527,0.895,12,0.64,-0.06,-0.027,2018,62947,외,28,43000만원
나성범,NC,2018-06-02,삼성,L 4:6,4,RF,1,5,3,3,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.336,,0.541,0.914,31,1.6,0.95,0.114,2018,62947,외,28,43000만원
나성범,NC,2018-06-03,삼성,L 7:8,4,RF,1,4,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.335,,0.536,0.91,18,1.7,0.37,0.055,2018,62947,외,28,43000만원
나성범,NC,2018-06-05,롯데,L 6:12,3,RF,1,3,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0.331,,0.53,0.901,16,0.5,0.55,-0.047,2018,62947,외,28,43000만원
나성범,NC,2018-06-06,롯데,L 5:10,3,RF,1,4,1,2,1,0,0,3,1,2,0,1,0,0,1,0,0,0,0.333,,0.533,0.909,22,0.38,1.31,0.077,2018,62947,외,28,43000만원
나성범,NC,2018-06-07,롯데,W 5:4,3,RF,1,4,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.336,,0.545,0.923,15,1.15,1.02,0.284,2018,62947,외,28,43000만원
나성범,NC,2018-06-08,@두산,L 1:6,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.332,,0.538,0.914,14,1.7,-0.47,-0.102,2018,62947,외,28,43000만원
나성범,NC,2018-06-09,@두산,L 0:3,3,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.331,,0.534,0.908,9,1.62,-0.85,-0.082,2018,62947,외,28,43000만원
나성범,NC,2018-06-10,@두산,L 3:6,3,RF,1,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.333,,0.537,0.913,17,1.41,0.66,0.115,2018,62947,외,28,43000만원
나성범,NC,2018-06-12,LG,W 8:4,3,RF,1,4,2,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0.332,,0.533,0.909,12,0.53,0.93,0.112,2018,62947,외,28,43000만원
나성범,NC,2018-06-13,LG,W 6:3,3,RF,1,3,1,1,0,0,1,4,4,0,0,0,0,0,1,0,0,1,0.332,,0.542,0.917,26,0.99,1.95,0.215,2018,62947,외,28,43000만원
나성범,NC,2018-06-14,LG,W 11:7,3,RF,1,5,2,3,0,0,1,6,3,0,0,0,0,0,1,0,0,0,0.337,,0.554,0.933,11,0.39,2.13,0.157,2018,62947,외,28,43000만원
나성범,NC,2018-06-15,KT,W 5:4,3,RF,1,4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.339,,0.554,0.934,15,1.17,-0.15,-0.007,2018,62947,외,28,43000만원
나성범,NC,2018-06-16,KT,W 5:1,3,RF,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.335,,0.545,0.92,15,1.41,-1.32,-0.121,2018,62947,외,28,43000만원
나성범,NC,2018-06-17,KT,L 4:5,3,RF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.335,,0.543,0.92,18,1.74,0.75,0.121,2018,62947,외,28,43000만원
나성범,NC,2018-06-20,@KIA,L 5:6,3,RF,1,5,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.336,,0.541,0.918,13,1,0.83,0.146,2018,62947,외,28,43000만원
나성범,NC,2018-06-21,@KIA,W 7:4,3,RF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.334,,0.537,0.912,10,0.7,0.33,0.033,2018,62947,외,28,43000만원
나성범,NC,2018-06-22,한화,L 0:5,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.33,,0.529,0.9,13,0.79,-0.81,-0.08,2018,62947,외,28,43000만원
나성범,NC,2018-06-23,한화,L 1:8,3,RF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.327,,0.524,0.893,20,0.83,-0.36,0.021,2018,62947,외,28,43000만원
나성범,NC,2018-06-24,한화,L 3:5,3,RF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.323,,0.519,0.886,32,0.66,0.05,0.013,2018,62947,외,28,43000만원
나성범,NC,2018-06-26,두산,W 5:4,3,RF,1,4,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0.326,,0.522,0.891,11,2.09,1.54,0.269,2018,62947,외,28,43000만원
나성범,NC,2018-06-27,두산,L 3:6,3,RF,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.321,,0.515,0.879,16,1.25,-0.64,-0.069,2018,62947,외,28,43000만원
나성범,NC,2018-06-28,두산,L 0:9,3,RF,1,4,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.324,,0.518,0.884,12,0.14,0.33,0.013,2018,62947,외,28,43000만원
나성범,NC,2018-06-29,@KT,L 3:7,3,RF,1,3,1,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0.324,,0.516,0.884,26,1.28,0.81,0.071,2018,62947,외,28,43000만원
나성범,NC,2018-06-30,@KT,L 0:1,3,RF,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.322,,0.513,0.879,5,0.92,-0.69,-0.073,2018,62947,외,28,43000만원
나성범,NC,2018-07-03,@LG,W 13:6,3,RF,1,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.322,,0.509,0.875,29,0.65,-0.97,-0.101,2018,62947,외,28,43000만원
나성범,NC,2018-07-04,@LG,L 3:13,3,RF,1,4,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.321,,0.509,0.873,9,0.27,0.15,-0.016,2018,62947,외,28,43000만원
나성범,NC,2018-07-05,@LG,W 5:3,3,RF,1,5,1,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0.322,,0.511,0.875,22,1.04,0.03,-0.064,2018,62947,외,28,43000만원
나성범,NC,2018-07-06,@넥센,L 2:6,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.319,,0.506,0.869,19,0.69,-0.99,-0.069,2018,62947,외,28,43000만원
나성범,NC,2018-07-07,@넥센,L 4:6,3,RF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.318,,0.501,0.862,23,1.94,-1.51,-0.203,2018,62947,외,28,43000만원
나성범,NC,2018-07-08,@넥센,W 2:1,3,RF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.316,,0.497,0.856,21,1.5,-1,-0.127,2018,62947,외,28,43000만원
나성범,NC,2018-07-10,KIA,W 8:6,3,RF,1,3,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0.316,,0.496,0.856,6,1.24,1.21,0.138,2018,62947,외,28,43000만원
나성범,NC,2018-07-11,KIA,W 5:1,3,RF,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0.314,,0.493,0.852,16,0.99,-0.88,0.004,2018,62947,외,28,43000만원
나성범,NC,2018-07-12,KIA,W 4:3,3,RF,1,3,2,2,0,0,1,5,2,0,0,0,1,0,0,0,0,0,0.317,,0.503,0.866,10,0.83,2,0.229,2018,62947,외,28,43000만원
나성범,NC,2018-07-17,@SK,L 4:10,3,RF,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.314,,0.499,0.862,21,0.76,-0.37,-0.085,2018,62947,외,28,43000만원
나성범,NC,2018-07-18,@SK,W 4:3,3,RF,1,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.314,,0.496,0.858,14,1.04,-1.32,-0.118,2018,62947,외,28,43000만원
나성범,NC,2018-07-19,@SK,L 0:3,3,RF,1,4,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0.316,,0.496,0.86,25,1.36,0.38,0.051,2018,62947,외,28,43000만원
나성범,NC,2018-07-20,넥센,W 10:8,3,RF,1,5,3,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.317,,0.497,0.862,28,1.68,-0.05,0.106,2018,62947,외,28,43000만원
나성범,NC,2018-07-21,넥센,L 3:6,3,RF,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.317,,0.499,0.863,7,0.79,-0.7,-0.06,2018,62947,외,28,43000만원
나성범,NC,2018-07-22,넥센,L 3:6,3,RF,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.319,,0.5,0.866,3,0.42,0.13,0.013,2018,62947,외,28,43000만원
나성범,NC,2018-07-24,@롯데,W 3:2,3,RF,1,4,2,4,3,0,0,7,0,1,0,2,0,1,0,0,0,0,0.326,,0.513,0.888,19,2.01,3.27,0.524,2018,62947,외,28,43000만원
나성범,NC,2018-07-25,@롯데,W 9:6,3,RF,1,5,1,3,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0.33,,0.517,0.895,10,0.59,1.99,0.153,2018,62947,외,28,43000만원
나성범,NC,2018-07-26,@롯데,L 1:13,3,DH,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.33,,0.516,0.895,14,0.5,0.12,0.043,2018,62947,외,28,43000만원
나성범,NC,2018-07-27,SK,W 1:0,3,RF,1,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.329,,0.513,0.891,7,1.44,-0.29,-0.035,2018,62947,외,28,43000만원
나성범,NC,2018-07-28,SK,L 3:7,3,RF,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.328,,0.512,0.894,24,0.51,0.62,0.055,2018,62947,외,28,43000만원
나성범,NC,2018-07-29,SK,W 4:3,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.325,,0.506,0.885,13,1.04,-1.29,-0.113,2018,62947,외,28,43000만원
나성범,NC,2018-07-31,@삼성,D 4:4,3,RF,1,4,2,2,0,0,0,2,0,3,0,2,0,0,2,0,0,0,0.327,,0.506,0.889,26,2.02,1.91,0.314,2018,62947,외,28,43000만원
나성범,NC,2018-08-01,@삼성,W 9:5,3,DH,1,4,2,2,0,1,1,7,2,0,0,1,0,0,0,0,0,0,0.328,,0.519,0.904,21,0.57,2.03,0.165,2018,62947,외,28,43000만원
나성범,NC,2018-08-02,@삼성,L 2:3,3,RF,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.324,,0.512,0.894,16,1.17,-1.47,-0.16,2018,62947,외,28,43000만원
나성범,NC,2018-08-04,@한화,W 7:5,3,RF,1,3,3,2,0,0,2,8,3,0,0,1,0,0,1,0,0,0,0.327,,0.528,0.913,16,0.72,3.39,0.243,2018,62947,외,28,43000만원
나성범,NC,2018-08-05,@한화,W 10:8,3,RF,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.323,,0.522,0.902,25,1.23,-0.21,-0.049,2018,62947,외,28,43000만원
나성범,NC,2018-08-07,KT,L 10:12,3,RF,1,4,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0.322,,0.522,0.902,16,0.46,0.1,0.017,2018,62947,외,28,43000만원
나성범,NC,2018-08-08,KT,W 7:3,3,RF,1,4,0,3,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0.326,,0.526,0.911,16,0.48,1.87,0.014,2018,62947,외,28,43000만원
나성범,NC,2018-08-09,SK,W 6:3,3,RF,1,4,1,1,0,0,1,4,1,0,0,1,0,1,2,0,0,0,0.325,,0.531,0.916,16,0.82,0.13,0.016,2018,62947,외,28,43000만원
나성범,NC,2018-08-10,SK,L 8:12,3,RF,1,4,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.325,,0.528,0.913,24,1.05,0.26,0.025,2018,62947,외,28,43000만원
나성범,NC,2018-08-11,@삼성,W 7:1,3,RF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.323,,0.524,0.908,15,0.37,-0.55,-0.045,2018,62947,외,28,43000만원
나성범,NC,2018-08-12,@삼성,L 2:9,3,RF,1,3,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0.323,,0.523,0.908,17,0.62,0.29,0.052,2018,62947,외,28,43000만원
나성범,NC,2018-08-14,@KT,L 0:10,3,RF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.322,,0.521,0.905,14,0.58,-0.53,-0.058,2018,62947,외,28,43000만원
나성범,NC,2018-08-15,@KT,W 13:9,3,RF,1,4,2,3,0,1,1,8,4,0,0,1,0,0,0,0,0,0,0.326,,0.534,0.922,16,0.67,3.14,0.183,2018,62947,외,28,43000만원
나성범,NC,2018-08-16,@KT,L 3:5,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.323,,0.529,0.914,20,2.19,-1.64,-0.22,2018,62947,외,28,43000만원
나성범,NC,2018-09-04,삼성,L 3:5,3,RF,1,4,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.322,,0.529,0.913,23,1.02,-0.21,-0.043,2018,62947,외,28,43000만원
나성범,NC,2018-09-05,삼성,L 3:5,3,RF,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.32,,0.525,0.908,19,0.91,-0.16,-0.016,2018,62947,외,28,43000만원
나성범,NC,2018-09-06,@LG,L 3:6,3,RF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.319,,0.523,0.905,17,1.14,-0.35,-0.034,2018,62947,외,28,43000만원
나성범,NC,2018-09-07,@LG,W 11:1,3,RF,1,4,3,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0.319,,0.523,0.905,20,0.56,0.7,0.038,2018,62947,외,28,43000만원
나성범,NC,2018-09-08,롯데,W 7:1,3,RF,1,3,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0.321,,0.526,0.909,13,0.97,0.89,0.106,2018,62947,외,28,43000만원
나성범,NC,2018-09-09,롯데,W 11:3,3,RF,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.318,,0.52,0.9,13,0.75,-1.31,0,2018,62947,외,28,43000만원
나성범,NC,2018-09-11,KIA,W 10:7,3,RF,1,4,0,1,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0.317,,0.518,0.897,25,1.19,-0.43,-0.114,2018,62947,외,28,43000만원
나성범,NC,2018-09-12,KIA,W 5:4,3,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,,0.514,0.89,17,0.39,-0.42,-0.029,2018,62947,외,28,43000만원
나성범,NC,2018-09-14,넥센,W 7:3,3,RF,1,5,1,4,1,0,1,8,6,0,0,0,0,0,0,0,0,0,0.32,,0.525,0.905,17,0.98,5.61,0.31,2018,62947,외,28,43000만원
나성범,NC,2018-09-15,@두산,W 13:7,3,RF,1,5,1,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0.32,,0.526,0.906,15,0.61,1.05,0.097,2018,62947,외,28,43000만원
나성범,NC,2018-09-16,@두산,L 1:5,3,RF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.318,,0.522,0.902,13,0.59,-0.03,0.007,2018,62947,외,28,43000만원
